	GSM1389613	GSM1389614	GSM1389615	GSM1389616	GSM1389617	GSM1389618	GSM1389619	GSM1389620
SEPT6	7.01231923819555	6.91069582622378	6.83179330771702	6.84091532488514	6.86561546950767	6.73973193000361	6.66583013701786	6.68988729658692
TBC1D9	9.33667693142658	9.28112880975501	8.98048966831562	9.031113763154	8.50240454208748	8.5126874532533	8.36314284011234	9.54009606855868
MLANA	5.78662417693638	5.65049463742898	5.75010188715311	5.56028953618558	5.69491061818093	4.88153858462288	4.59845353721593	4.94239797825248
WDR43	7.55138172657707	7.40923850360266	7.32575100540581	7.28277695551982	7.28204643102895	7.2932803335547	7.14490242064601	7.16451570819005
SNX13	7.34623496198367	7.181000244823	6.85643599788763	7.48773317503372	7.19892467580799	7.09246629710805	7.24092015208417	7.50755017715053
MAPK8IP3	6.27452244251818	6.17106701467796	6.1355767159327	6.08658321723729	6.0535140035425	6.17701986367241	6.03357187895507	6.09045679458414
GGA3	6.95857911943381	6.9806819225949	6.99652641547104	6.98072020273073	6.95578886169137	7.15031250414216	7.24647447909132	7.07792640294489
MPRIP	8.08233914757479	8.04758171386229	8.18707971009003	7.93533347395006	7.99895122063349	7.69471401869231	7.5355117580265	7.59581916828168
NUP205	7.62039231622016	7.56050534973666	7.70362083043501	7.89845545367354	7.80792470520163	7.55366785928504	7.80179533554385	8.18478431610868
STAB1	5.85336651543109	6.0386207176002	5.97182795194071	6.20095433472571	6.15988870724762	6.50989083937737	6.88346844547563	6.56168150494218
EFR3A	9.99347986850522	10.0273737303304	9.96369350653913	10.1612384679038	9.76590752305045	10.3311914003886	10.1551474661136	10.2266807295609
RTF1	8.23068789658102	8.23436866713113	8.24980186882335	8.15580775473487	8.1240196791083	8.38625415656799	8.35667991654279	8.21886128784782
SLC35D1	7.62732416566689	7.24267045827931	7.71884985866968	7.48558386523622	7.42100647788027	7.72809726991656	6.98080857833303	7.54798952823394
FLNA	7.44877644901602	7.5220126831946	7.35083029508021	7.53001263183243	7.3340782967329	8.51719589996816	8.78150313089217	8.29291749097615
TTLL12	7.43307640665453	7.38913201957381	7.30927347387394	7.33482167418896	7.2822560706876	7.65146748469828	7.67859671337827	7.50241572210931
GPD1L	9.133573073769	9.50329576980331	9.46299654852669	9.79608110309131	9.14513152596191	10.5906829989012	10.5633538584642	10.2722461430546
FAM175B	7.35640889356704	7.5241391905609	7.3204543776145	7.75675762140393	7.37320348883812	8.08027694155478	8.35652716356919	8.1558029759986
METAP1	8.52609361951538	8.44042874755907	8.44550907417232	8.64114094242398	8.46687523092	9.47926876723888	9.78643416791292	9.31762221237958
ZCCHC14	7.53003985873868	7.75544157746744	8.06003720771434	7.87189598556379	8.11297863282283	7.30211865814757	6.76811006267966	7.49912510345432
LPIN1	6.72719132920275	6.76387806802058	6.65298848848819	6.74906122584005	6.46385183262978	8.08260268324788	8.2481156818975	7.7636245038306
SEPT8	7.97934909575206	8.08990541576357	8.03756035389073	8.09830534651872	8.0210893214545	8.58849124496269	8.78732689143811	8.45247237226171
CEP68	6.3624389091909	6.48183279535247	6.45061683538727	6.52640672610091	6.32313543962689	7.48081448109421	7.721937181282	7.2972655937228
PASK	6.23574997320719	6.16395131867437	6.16740404205916	6.12055616243868	6.1624864103918	5.89447662606876	5.78822323829423	5.90070875567695
RGL1	8.56379688142165	8.88716280293268	9.00676074050905	9.11065302337859	9.01043165496842	9.66635772743343	10.19519980461	9.4997471826371
FLNB	6.93528748745607	7.04397721099839	6.79478653962024	7.11903661167542	6.94722630346676	7.97067920965388	8.34803829884182	7.85536340774219
RFTN1	6.32008243453824	6.57427103988973	6.23905691466091	6.73357050126945	6.36544626962542	8.48642291214017	9.11272350215414	8.27252586365907
LARP4B	6.94624631943985	6.90279372126378	6.87289349818423	6.8606648360969	6.81831710861662	7.07263346681927	7.07860826465761	6.96269462531011
RCOR1	7.55625039988614	7.57648159354427	7.67839493356764	7.67519029473278	7.98955088326821	6.97600345382327	6.69667310744701	7.39579101681038
PHLDB1	6.49675923580377	6.44188096300909	6.28318091636804	6.36546261037871	6.15997585207934	7.2406688877083	7.24589812187998	7.00812464902398
KANK1	9.4525550434309	9.392699568429	9.60082056058141	9.74159890256946	9.37854462006059	10.6142055625971	10.6719145242143	10.3771311892783
FLNC	7.37402336800034	7.20405921725202	7.10489545185013	7.02986950673802	6.87409249145973	7.79320081703794	7.6782541153268	7.52093404385795
UBXN4	5.79566185701108	6.15490263057859	6.04307725548115	6.41264811221014	6.19341067000017	7.58639285075113	8.28346914048219	7.52580298777042
CYFIP1	9.69673611107594	9.91613779285435	9.89995196936768	10.1670738362051	9.90756236425109	10.6185827345772	11.2979693953261	10.8485328783858
ATG4B	7.01990385067205	7.05961424209408	6.92522504558146	7.06862178711841	6.88959371649446	7.9272466256149	8.13053465095833	7.73020580979724
GANAB	8.07001020853281	8.12297007353671	8.01119958540258	8.07573697056411	7.92144238884917	8.8515003734046	8.98694948442717	8.62244005645545
FBXL7	7.28700128605394	7.32053571354828	7.45695004604397	7.45286850887726	7.2419438807016	8.37055407660931	8.5984138320175	8.32223785801475
MDN1	6.52356711934748	6.53831612283677	6.43841382894456	6.53667726165928	6.42596167143564	7.0284909138288	7.13741978848567	6.9231597058666
FAM120A	6.05102611231082	6.03924845591091	6.05283333381874	6.03318832665671	6.03650931854771	6.02589050676606	6.01345708659569	6.00875854123076
FAF2	6.92949398502516	7.07957474528238	7.04879231607517	7.17817438912773	7.08288461771509	7.73459785312227	8.07951126133278	7.65387798900228
PSME4	8.34425224256467	8.34884152885264	8.202601558267	8.17820964609064	8.08593659416898	8.05116911430658	7.82935969028116	8.27709468711354
GSE1	7.69520336424511	7.79589098404587	7.79476010702073	7.67975968226695	7.68091754218216	7.83385458745682	7.72731494148923	7.78563551165759
FLOT2	7.1627345933252	7.30787305959707	7.24005963409608	7.38885556251831	7.27254084648668	8.05895663264211	8.4090143774667	7.949295561772
AKR1B1	8.7223539100449	8.71420074259492	8.72390322718681	8.77510574063706	8.65498487042947	9.87303235664545	10.4756278109237	9.91106689199711
ATP11B	6.46255762908969	6.61710209265178	6.60179625068812	6.74446019592267	6.67958204774918	7.15935557858223	7.48450575398837	7.13610210985733
FAM168A	7.4833265456531	7.54794267447042	7.56946352055119	7.53870690282794	7.43996171192838	8.06926670014341	8.22314356683466	7.89624412279093
PMPCA	7.49798771257984	7.69930715737964	7.60408115330219	7.82524958682834	7.74469916977432	8.37436076383227	8.81341394898275	8.31406824624311
ARL6IP1	9.4732967917877	9.62928701070506	9.27492339332916	9.57494803726079	9.44776150340747	9.83451323180212	10.2358828321955	10.0674508019283
ACSBG1	5.9674964460566	5.87882136934601	5.93900866257304	5.81867671694731	5.89050285957442	5.45918208557619	5.28450442174173	5.47483600038813
PLEKHM2	6.90093116108599	6.83823744386077	6.75058235841323	6.76941230633516	6.64852915873705	7.29886280082178	7.28878470199467	7.11609834188996
SYT11	6.05349495650193	6.18756449019084	6.24962947744181	6.3206729381024	6.41330847742154	5.99171038723764	6.215606872277	6.14030511880295
MLC1	5.7627757570476	5.73672074705337	5.86844820328148	5.72461332730455	5.84479255308343	5.16617314700106	5.05650470806943	5.25446795681146
JMJD6	5.8906809384897	6.00207611090984	5.96134378495946	6.07351168846852	5.97294482950103	6.57645314840718	6.80146751660524	6.51755110800536
ZC3H4	8.99370857510176	8.37413442145841	8.22567447538447	8.61190253170636	8.52044616104836	8.77989537407127	8.89128726060537	9.37279760584074
RRS1	7.68786274827368	7.88294096655968	7.82208777129871	8.00261906023161	7.98419922730731	8.29646777727166	8.67095876661788	8.27906797827718
SULF1	6.82417460157976	7.12977043070184	6.84683657850314	7.29333927126679	6.80371059604731	9.63192703037684	10.3453232363848	9.26613715145582
XPO6	8.1414748958756	8.21956588734458	8.14771249739682	8.20213426383167	8.11814073239932	8.71020618526563	8.86350408488878	8.54657277402563
PRRC2C	7.95809462254337	7.95459127479294	8.05577240937664	7.88017728798424	7.90184334919079	7.86454565303569	7.79686420561089	7.74588039342109
TBC1D1	6.0530302268406	6.3715015609683	6.20544126915047	6.55046797492382	6.18872334252396	8.29317910186634	8.93722594188788	8.06732699073359
ZFR2	6.02934601077203	5.94032136341667	6.00758943751457	5.88407174764228	5.96222709947732	5.50045877214417	5.32714839266213	5.52043941551073
NBEAL2	6.33581910767222	6.28468413699956	6.37516046878922	6.26080289957009	6.38151201990138	5.69394234078719	5.58883265473708	5.77168185418751
FBXO28	6.28013046006964	6.5585414085894	6.4315427239444	6.76106120012487	6.55708176603795	7.83560711420424	8.4116745127977	7.75365547476047
FLT1	6.00863419612426	6.36543464819833	6.54721406089675	6.57940822956681	6.47538815637438	7.17657249622205	7.69922110782356	7.17453069969018
DTX4	8.25766524005772	8.66174121477987	8.83844443877005	9.18838821743314	8.22411378214736	10.2967002214222	9.76364330202005	9.32278889432199
RHOBTB2	6.78982374051719	6.78983344932697	6.75773366139437	6.72350410577995	6.48079284877889	7.78702440994174	7.83558547424154	7.49120284750962
RRP12	6.76261627128082	6.67408015810001	6.70441561168224	6.62362981119223	6.69704920762326	6.29954155478043	6.19230936460578	6.29266856359256
SYNE2	6.30153958854144	6.46828165578103	6.38370617802132	6.55778133212886	6.35053753857548	7.54726577205341	7.89454392146863	7.40310887762951
NUP210	6.35335865959542	6.42885131929922	6.48198669349371	6.50333247629144	6.56865844900277	6.26407511313482	6.40393628315357	6.3452053827454
PLCL2	8.10545389591996	7.51039720820376	7.43967034708145	7.55548808357015	7.83194058081416	7.87987843457947	7.84409350814588	8.04561521896822
ARHGEF9	6.46637580243532	6.53155665218782	6.50656496825181	6.56994319399649	6.48905928510112	6.97110600468421	7.12778500766975	6.89783080880315
FLT3	6.13152735503277	6.22198606344416	6.29702187889773	6.31880847826005	6.35765589104998	6.2604276837769	6.41896843266211	6.30183723541083
VPS13A	6.89259173881663	6.80870007352798	6.81582360930436	6.72736018453741	6.71632570572069	6.74870695860091	6.6551035216508	6.65446437623713
SEL1L3	7.96050900245666	8.252345384204	7.72414272181333	8.47239107483733	7.55837659659021	6.86804368228035	7.28617440852763	7.51824285513542
TBC1D12	5.79329271291962	5.88751818177286	5.77546375267833	5.93964714843308	5.77781938369045	6.7006067721591	6.93297584761817	6.58286952987888
PLCB1	6.08807338013764	6.19078465962176	6.18096094819958	6.24856807889563	6.162054676191	6.67265742913268	6.86382534938141	6.61871571702666
ARC	6.12803706455391	5.97000063816415	6.02339041203534	5.84317997431884	5.8373504676621	5.82519359950663	5.54940408737183	5.70218783417731
PHLPP1	5.71819455869616	5.75421112694567	5.768843943555	5.7270341621375	5.59723320205608	6.255048894228	6.30147488657363	6.12129107791253
FLT3LG	5.77882622444756	5.80495111862896	5.91736924451534	5.8343802896302	5.95944973229378	5.26587145742715	5.25091977884225	5.39752559407561
KIAA0922	6.47749170627312	6.75349524905648	6.91539940277381	6.97930487489072	7.08550684187952	6.67676476230661	7.12388448514355	6.85640545398034
PACS2	7.8502813021016	8.01357237977014	8.01837145597763	7.68224576636344	7.66917328820468	8.20513955370352	8.35059071580786	7.65959977142476
COBL	6.73943560954782	7.21753872914922	6.94154314008257	7.4489690309682	7.04125682752949	7.9183684250268	8.00206693319998	7.93335309922273
ANKRD28	7.41189290190516	7.71407203495849	7.24444955967112	7.77271883555447	7.7001201715161	8.83148816892194	8.87721198336087	8.63218323108817
PDS5A	8.48172621200111	8.41397935792764	8.573686899405	8.242705131259	8.33882145091174	7.56146758181023	7.14693387314103	7.92889085163075
ASTN2	5.63839851524357	5.65439806156882	5.64571312578915	5.66364022261723	5.6999048054964	5.45167829710926	5.47013895931277	5.52069768574829
KIAA0556	7.26033415333247	7.15142243986788	7.04470380687218	7.02285221808093	6.8396218564042	7.81746206821041	7.75523180389904	7.52844025389359
RPRD2	7.31313421467072	7.32437090152891	7.29559323768539	7.28687989975239	7.16593523789827	7.89321171387683	7.99400167085511	7.70018111983353
FLT4	6.18352390970648	6.19255237502821	6.3017818144399	6.14416474774642	6.078440036294	6.37801984072675	6.33416910653995	6.27650968151981
ATP11A	5.9821668467561	5.97478448507642	5.98932046339151	5.96211776766793	5.95601907022562	5.97324208757186	5.9589154944784	5.95537464221779
KIAA1024	6.52631126293822	6.31246394873218	6.38480802627599	6.15114117876398	6.20300940747156	5.83897351560226	5.46936420056534	5.74957955604783
OTUD3	6.9055215168541	6.82280417482442	6.80582169338893	6.72499335589965	6.61849195091985	7.16705014738559	7.08108065934805	6.97285101934329
ANKRD12	8.07367938484722	8.2210202785867	7.77714355669074	7.97935807107875	8.0138823910317	7.83329432770356	7.7818407813631	8.5151136999698
KAZN	7.37671343981078	7.17938976020105	7.09280467864449	6.98765416816203	6.93809125114094	7.15950893323812	6.90365708922596	6.96158489469114
MTCL1	6.09432770779188	6.19362018961599	6.0663328928731	6.28826770824458	6.26013818033122	6.45260691083308	6.70511880938691	6.50669206182988
SCFD1	9.22828206762581	9.15706655371092	9.23885141909875	9.03185111985672	9.11663017385159	8.68521913754961	8.41235741801564	8.59424985843154
DENND5A	8.07700284573507	8.20675528811098	8.34194035449191	8.4294111797695	8.42618335674477	9.13306344852888	9.48489575980968	9.07987601935071
DDHD2	8.56209040099425	8.8911443439019	8.66749675767188	8.85223923057923	8.53535602885722	9.27685678064103	9.19121001636879	9.39395727521969
CAMTA1	6.94251714264682	6.77577395621361	7.35248956126592	7.1170011902554	7.21566294350162	7.35054453682769	6.79816210041286	7.44279229025696
PPIP5K2	8.51028777090699	8.75115209085685	8.28277346849504	8.99914952571025	8.85656517173992	8.29369199667718	7.52470579177739	8.3088895577793
MCF2L	6.41841990288732	6.46387348579305	6.42176497637871	6.47112021327997	6.32314659952375	7.16069990562302	7.28546821676356	7.0045582826225
ZC3H7B	7.30397146349013	7.36405203568167	7.42078139392765	7.36765285904103	7.31765070511404	7.70134249193946	7.83533564949799	7.57789137383817
EXOC7	6.98746041091429	7.10663859893425	7.06203606971762	7.15946694638541	7.02326280489296	7.84680510448573	8.13467939857596	7.71341590913538
DNMBP	6.92249942564922	7.02750462144023	6.93537559408432	7.08638071268302	6.95376147434735	7.75357063471864	8.04259008774444	7.635272449009
MGA	5.65693366885677	5.71516442018359	5.65508023309598	5.72401191445873	5.56807531392041	6.41836862051286	6.55585175103064	6.27583344599123
FMO1	7.4153267567453	7.53315237220443	7.49221163289644	8.09714292756268	7.83624225222857	9.30294869276894	10.2454788629788	9.62778597825078
TSPYL4	8.75719606410143	8.96171790266912	8.93730376334755	9.0764782657946	8.83043533874557	9.23583062326204	9.50509168317643	9.38584746919138
CAMSAP2	6.74777916806609	6.86709337264239	6.77417033053909	6.91100126596451	6.65576591267457	8.10997576601992	8.40572572024361	7.87260430094359
FAM208A	8.44066818833721	8.04373437168336	8.04122880862719	8.27250422292353	8.16796558884968	8.50693825798847	8.88005037251081	8.74606712045075
CLEC16A	6.6940842713662	6.64973014497651	6.63404089019581	6.5913141847341	6.47414609777646	7.11073422379418	7.08696766881974	6.92937689897403
POFUT2	6.61709841285466	6.53152528071505	6.50463052324125	6.45061323559329	6.37278899956046	6.76458293884807	6.67083503303	6.618971155173
KLHL18	6.35059729151787	6.50007595267888	6.45636883505696	6.60851455642015	6.49457424156274	7.21901220354736	7.53412304682339	7.15109744231192
CLUH	7.67693103914054	7.715824181254	7.49745576752797	7.71084048115578	7.51947779535625	8.68829974994397	8.93416073798724	8.45710980015974
NUP160	7.85749637239768	7.60235283843397	7.51266513007739	7.83883302357266	8.08819707584366	6.10891422152376	5.26260518463129	6.48243799584326
FMO2	8.46253633421023	6.90704810211081	8.87737512152593	9.62869591600523	8.7002700716366	7.85672975382465	6.57516132233733	6.69885684928607
MTUS2	6.18491494735622	5.94206789714512	5.97187557503957	5.78072423049922	5.90026598170281	5.14037273296099	4.72422185291215	5.142623323239
CSTF2T	7.30624479615097	7.38858821188636	7.4191647356106	7.41586673760604	7.38481457299734	7.67094486499797	7.84735994681984	7.58568072532053
KIAA1107	6.00448902973019	5.8918420141695	5.88737624560029	5.79453478433862	5.77402321996711	5.81921497176101	5.63475069088963	5.73485535602414
WWC1	5.84800114313444	6.0056514552188	5.6917229238616	6.13615057587044	5.96639912950319	6.94961705357025	7.38414527602614	6.92919672839278
AGTPBP1	6.31229034807731	6.3920504910298	6.3495211490193	6.46572668299375	6.40712606966865	6.81624976158576	7.01540000003817	6.77597727484766
IQCE	6.92865064285557	6.89028085893114	6.89745971312221	6.84529384813138	6.82800058489381	6.9382564859498	6.9299307250316	6.85153816842464
FMO3	6.13077484028425	5.92647890846844	5.98849693938767	6.04317557829918	6.07115011779994	5.80094973739081	5.82278724459481	5.91210563719623
FBXW11	8.08492887054557	8.15346112987126	8.14188467839199	8.11724131159348	8.0069627059032	8.70886134608063	8.8177115292711	8.50451251786153
SMG6	6.5777644992965	6.5586318003107	6.55488439994221	6.50862236761451	6.39490636978987	6.99137762611655	6.9872635422886	6.83473731993293
ANKS1A	8.02227940022958	8.32751130731341	8.38166515816516	8.64479021458538	8.31996014778177	9.37149220837609	9.56340501304769	9.63995396044573
MGRN1	7.51911922763681	7.50476912854425	7.37268119815607	7.4395796732254	7.2765249205085	8.21338875019414	8.30481974180564	7.97436693091677
BICD2	6.36431014951201	6.38292786820297	6.34897428303367	6.37759823960199	6.25521968749086	6.94529899882045	7.02149103039704	6.80368296023828
FMO4	6.71192547413139	6.97306061442352	6.89613913752763	7.13757233863179	6.88811716803571	8.40627257724073	8.94895977847116	8.23457732138095
ATMIN	7.90326266147453	8.04909133706174	7.98261158111873	8.0916780797632	7.9723395101123	8.78818081664538	9.07540304674537	8.62772815518111
EHBP1	7.35077421919168	7.55210180747255	7.87228005920395	7.89853699992928	7.84996701007229	9.01981438273924	8.85195249505127	8.40372846059926
KIF13B	8.04153617363088	8.12486749637805	8.02817703435156	8.09030213318435	7.93734228354701	8.8482366612594	9.01482477020869	8.63729479718523
UBR2	5.74083834613293	6.01194119186894	5.87365220141301	6.17117037061513	5.86353478526527	7.66875328411291	8.22443669798374	7.46705677018144
ACSL6	5.47538905622561	5.35866977790794	5.4295501748158	5.28473068466278	5.40367003785439	4.68107173723684	4.44459140580982	4.74329378318571
FKBP15	6.10259310284402	6.36454248856668	6.22891141069538	6.55510544516163	6.36480326214135	7.5578740443311	8.10178919204494	7.48870216363421
SIN3B	6.58877255879697	6.5844753173442	6.4777672949185	6.56327064132235	6.41386180827081	7.23767695549417	7.3209374839315	7.0728270953467
FMO5	6.64465263422441	6.61184920060512	6.62036309911942	6.5707048537429	6.51543449128305	6.81049763541505	6.79053480387027	6.70258854110307
NCAPD3	7.08862983330143	7.18774224498019	7.18163523710795	7.24137410338958	7.15675012518616	7.74615528694979	7.99445591619018	7.63483226290061
DMXL2	8.34369484852482	8.84511796866987	8.42574301914108	8.9831886266106	8.65252303182309	8.01981935782769	7.69234905185565	8.01598866391118
KIAA0930	6.69532019236549	6.79071762447585	6.70983557163343	6.8570949352028	6.74110819359153	7.45067266585157	7.71274677081935	7.3535807210521
SATB2	6.22665668885009	6.32387758108057	6.26308734713275	6.42510178466405	6.4557493347283	6.34040086587351	6.56800015063466	6.43562004778376
SLC9A8	6.96652413530552	6.84585613205143	6.86946681044891	6.72414788833466	6.69745113292377	6.78923276875413	6.62236940329167	6.65236435340712
CUX2	5.67000235594875	5.52083091139757	5.57696702395329	5.42312106185414	5.52835300439964	4.8790481323577	4.59878625775078	4.90876405178699
DNAJC13	5.8975232466394	6.01332209006654	5.92774307489239	6.08309763797988	5.93503789995136	6.79992818943552	7.05634088337095	6.70003474315674
ZCCHC11	7.20783452089002	7.10058997835017	7.21598957231101	6.99514855626891	7.10736243340411	6.5026569770637	6.29609537716197	6.47401884525311
FMOD	8.37409064654374	8.81634268007062	8.62306922890598	7.90674082691963	8.35696351912213	7.94465217520021	7.52021486625785	7.7551620646581
TRIM2	8.66915083727592	8.81274148795493	9.27007949972976	9.04628451079553	9.29391045103723	8.38558891046243	7.49652625256396	8.28564493574765
RPGRIP1L	5.97719102161572	5.8989996545963	5.91089269946955	5.86686839575495	5.96189644977901	5.41309474629556	5.28510019959225	5.47836638534815
MAN2B2	7.30294435788044	8.43041521800405	8.01798688592792	8.54307989162361	8.33769998016379	8.57641148998669	8.69637328919248	9.58664654513496
KIAA1033	8.11097839912952	8.34084319871072	8.59322087305991	8.52572857068085	8.7144085112668	8.44997792700797	8.20719547974545	8.42620843605233
USP22	9.07368890188788	9.13408579563428	9.00479861703246	9.06767860977566	8.89572019341112	9.99606313018092	10.0970474011522	9.72196931779583
NEDD4L	7.55827680741147	8.00468407860582	7.33059159922565	7.93832450758982	7.72440937511976	7.86157660353887	8.74177408355396	7.77051349559787
SASH1	7.93128326668566	7.88045480987521	7.72627449512984	7.76153256967338	7.47646579992436	9.08180338142317	9.14212488321702	8.67709872231323
TBC1D30	6.37393127617617	6.60244299260727	6.2313427188243	6.27545553741782	6.11193420940327	5.90616073030039	5.40940834213596	5.68098929041279
FMR1	8.39737201593865	8.79281034329095	8.82257135196159	8.71927378459597	8.75841347316069	8.84754253871899	8.6977169161274	9.23739332086867
TTC28	7.03348412335071	7.14907165828559	7.1381829518765	7.18991041919762	7.04067066836638	7.93327413445132	8.20005843475736	7.7718250076814
CLASP1	8.25406211771505	8.23633761771178	8.3281222659303	8.1423541439697	8.29663937887208	8.70342469980653	8.66328726020259	8.7721591525998
DPY19L1	5.48796647213651	5.67890636145935	5.57682643203234	5.81333610305298	5.65075921096425	6.63064057158665	7.0296358424425	6.54813547948073
SZT2	5.92984594205278	5.90867096584391	5.86445323902545	5.87638931976854	5.81475506854522	6.11687344046208	6.10612194151034	6.04607909224074
WDR7	7.53083826868441	7.44101813261267	7.48360937576427	7.80367734771065	7.47616936696303	8.02148046098808	8.08809256923024	8.22482007059921
SYNM	9.88508281932008	8.4671290911757	9.85340130850821	10.152703760938	9.60180066935565	8.52593096924602	7.74821360952276	9.29297442282626
JADE2	6.29027902363968	6.44260682680512	6.35190852020015	6.52449540028554	6.31708769101488	7.51726738847526	7.84477612954652	7.36516965417948
VPS39	7.27031718154783	7.32194562572542	7.24227017557388	7.31857693848373	7.16061354167219	8.11320778966091	8.30958909579785	7.91222901655664
DNAJC16	7.93293232126382	7.95043999480089	7.97511663453736	7.8955141268117	7.88473530282341	8.02981494272431	8.03595721887822	7.90887993255805
ESYT1	7.96395882492478	8.09105175424695	7.93036092909221	8.1045388723799	7.86870589220438	9.31482214971627	9.63301499627124	9.03498759590617
SYNE1	8.52488387424808	7.85936003745561	8.03850136371793	7.82303026691511	8.28981213567885	9.12703524606243	8.77073683101406	8.91017475886881
SMCHD1	6.45123331347001	6.55142542150165	6.65760997601758	6.62843490872516	6.65257490484668	6.59656329182962	6.75792026553443	6.61785124717618
DOCK9	8.79149842847074	9.40344012600778	9.34836768647709	9.34716013410828	9.96280213897373	6.78561097215523	6.11709260098853	7.40476216586292
AFF2	6.30783320173945	6.1917689121706	6.27420958947201	6.11947733864726	6.21894298126442	5.63291173261463	5.41917496892353	5.6540834452759
U2SURP	8.9906991468196	8.70784809772723	8.80760491430348	8.82942368927294	8.75780550449148	8.29757483057329	8.12803434633139	8.51815598057493
KHNYN	7.47677715088444	7.50424891014066	7.46943182280242	7.73494743553543	7.47077235281889	7.64919087236026	8.20135317220897	8.4655740445533
UBR4	6.02695798356298	6.36888991641124	6.05538751072146	6.57754568066481	6.15226604177432	8.62164208642164	9.38386805082523	8.37723298028027
SUN1	7.133837009911	7.26778852069652	7.15377437100601	7.31911517412716	7.08442713271544	8.45975869101001	8.81604103160257	8.2333160186836
HAUS5	6.37650207249441	6.4239822102167	6.43629487366102	6.45207844805597	6.40475954673192	6.69327867645424	6.79675867969904	6.64287047318594
VPS8	6.33374323562239	6.55962615473081	6.48860195098097	6.70255605041705	6.52405470547402	7.59446767116423	8.04143471197199	7.50818547373599
ANGEL1	6.96893287258999	7.03352973951015	7.07269142003951	7.06138811540264	7.04580575297867	7.21015005744429	7.36334645937035	7.1612533111675
USP24	6.76938178120338	6.88988303654428	6.8912015958128	6.97582901311867	6.93197330263065	7.26154941055618	7.52744888646387	7.23192440937015
FAM189A1	6.07372774908346	6.01297458493428	5.82462343714462	5.98531256009359	5.95475413182481	6.0647132170638	6.06221541241665	6.0620669388729
FN1	5.90828666209177	5.9522636469709	5.57182196234838	6.03738001835377	5.91005293500125	6.67667852431855	6.97221082922336	6.65188329364702
FNBP4	8.64752045089512	8.48285545901208	8.64952196322034	8.17012416116297	8.45278450532293	8.08204789353475	7.53559456274995	7.83629380230663
ZNF629	7.26139333217008	7.26675920191322	7.14492921626883	7.23126059988456	7.0475191643708	8.10815682314578	8.24944903462556	7.87176204517555
PSD3	7.20261221251957	7.28923664849865	7.06314590735363	7.09571536914791	6.94691937208409	7.69875863410923	7.43188523322633	7.32360356999134
OBSL1	7.12494625840467	6.97905805447274	6.88953783995485	6.83597023517926	6.75063911608058	7.16379215568126	7.01697927241331	6.97321920339637
ARHGEF12	5.95033913524428	6.16631188007641	6.04863212426636	6.26131861929107	5.93379774544715	7.79001788295607	8.23060868137181	7.54026673571312
KIAA0895	6.61908322973193	6.68151066142187	6.53594222816863	6.95589024877788	6.86325768367923	6.43354329713938	6.02227731390216	6.65561678297898
LARP1	7.26111251267514	7.17429281723962	7.06339098049988	7.07434471988129	6.93472394145054	7.70339665149904	7.67618487760063	7.47173414127199
PPP1R13B	7.02798639204139	6.99783996472664	7.07400891104626	6.92981475404564	6.93026165592824	6.90900861134924	6.85815187513423	6.83114945787445
PUM2	9.40394565357975	9.57840428391505	9.16333442600119	9.72863397907814	9.69422799599905	9.7046036995132	9.84362208705799	10.2539201098005
ARHGEF18	8.62747716376828	8.24610919830618	8.02047949109158	8.26764674259258	8.07662530722342	9.33467771074161	9.4861032191112	9.70724226854067
CRTC1	6.71863417456454	6.74745478840728	6.71871825318803	6.76048685998867	6.6718554414222	7.19858288096925	7.31846288146597	7.08517420117147
UFL1	9.49010811275475	9.98867021158415	9.25407117482325	9.89734689077751	9.6491193920364	7.89344797768447	7.4560200183547	8.84934076093831
RRP8	5.79287823952731	5.97544463199048	5.86975663406279	6.09838513832442	5.96625288798829	6.75085635596381	7.12155952231314	6.71981801617482
ICE1	8.47921737534871	8.66225355133366	8.61959104122701	8.48247836178081	8.51484738049645	9.26935714903468	8.91993005646255	9.1264278100946
SRGAP2	6.30266015467613	6.49541239704958	6.39876703120643	6.54508413448094	6.13327079320534	8.44908269879388	8.84539130074945	8.07214628640885
SMG5	7.05590693338602	6.97282222521563	6.92038104602397	6.88076089892353	6.78647377198541	7.28888590526214	7.23721725087264	7.10593467609747
AHCYL2	7.51265426228126	7.5523292562658	7.64058334665402	7.53605341991858	7.5306899875856	7.65670853245182	7.73281029521384	7.55884165511548
MAU2	7.15351999317191	7.14713291990598	7.16339224990879	7.10708569645178	7.07298037668142	7.31981630456733	7.35729632934261	7.20946869504628
SPECC1L	7.61338253394841	7.6945469198645	7.58108697902135	7.68150899702481	7.44071510776471	8.85158011465066	9.10117832339515	8.5572209345165
NCSTN	7.88638436515689	7.9932032666087	7.88395424731625	7.99179012341028	7.73424905018137	9.25435622792523	9.54206203694067	8.93970547865931
NUDCD3	6.53110622283417	6.67923115344048	6.49957125789096	6.74452519684602	6.43282463006611	8.20340016708508	8.57612236879356	7.94789394825854
SIK3	6.05898589656972	6.18754577418911	6.11785669147903	6.23182103056038	6.00974826394426	7.246604226679	7.50789414129819	7.06655533339494
MED13L	7.7204683834189	7.72501733506357	7.76947088337616	7.67339846569585	7.6279264063596	7.96084433588224	7.98782093569591	7.79425500321641
ZDHHC17	8.96441672184098	8.60639400115486	8.8049337080201	8.6611364826643	8.97987759341647	8.54261166517717	7.84994443208274	8.42448207826629
