ID	Symbol	SPOT_ID	ENTREZ_GENE_ID
56896_at	DPYSL5	dihydropyrimidinase like 5	56896
165545_at	DQX1	DEAQ-box RNA dependent ATPase 1	165545
145837_at	DRAIC	"downregulated RNA in cancer, inhibitor of cell invasion and migration"	145837
374946_at	DRAXIN	dorsal inhibitory axon guidance protein	374946
92749_at	DRC1	dynein regulatory complex subunit 1	92749
84229_at	DRC7	dynein regulatory complex subunit 7	84229
1812_at	DRD1	dopamine receptor D1	1812
1814_at	DRD3	dopamine receptor D3	1814
1815_at	DRD4	dopamine receptor D4	1815
1816_at	DRD5	dopamine receptor D5	1816
51233_at	DRICH1	aspartate rich 1	51233
1821_at	DRP2	dystrophin related protein 2	1821
1823_at	DSC1	desmocollin 1	1823
1825_at	DSC3	desmocollin 3	1825
1826_at	DSCAM	DS cell adhesion molecule	1826
100506492_at	DSCAM-AS1	DSCAM antisense RNA 1	100506492
57453_at	DSCAML1	DS cell adhesion molecule like 1	57453
10281_at	DSCR4	Down syndrome critical region 4	10281
84677_at	DSCR8	Down syndrome critical region 8	84677
1828_at	DSG1	desmoglein 1	1828
100652770_at	DSG2-AS1	DSG2 antisense RNA 1	100652770
1830_at	DSG3	desmoglein 3	1830
79980_at	DSN1	"DSN1 homolog, MIS12 kinetochore complex component"	79980
1834_at	DSPP	dentin sialophosphoprotein	1834
401124_at	DTHD1	death domain containing 1	401124
51514_at	DTL	denticleless E3 ubiquitin protein ligase homolog	51514
1837_at	DTNA	dystrobrevin alpha	1837
1840_at	DTX1	deltex E3 ubiquitin ligase 1	1840
53905_at	DUOX1	dual oxidase 1	53905
50506_at	DUOX2	dual oxidase 2	50506
90527_at	DUOXA1	dual oxidase maturation factor 1	90527
142679_at	DUSP19	dual specificity phosphatase 19	142679
63904_at	DUSP21	dual specificity phosphatase 21	63904
92235_at	DUSP27	dual specificity phosphatase 27 (putative)	92235
143241_at	DYDC1	DPY30 domain containing 1	143241
84332_at	DYDC2	DPY30 domain containing 2	84332
83657_at	DYNLRB2	dynein light chain roadblock-type 2	83657
1870_at	E2F2	E2F transcription factor 2	1870
144455_at	E2F7	E2F transcription factor 7	144455
79733_at	E2F8	E2F transcription factor 8	79733
64641_at	EBF2	early B-cell factor 2	64641
253738_at	EBF3	early B-cell factor 3	253738
10148_at	EBI3	Epstein-Barr virus induced 3	10148
643332_at	ECRP	ribonuclease A family member 2 pseudogene	643332
1896_at	EDA	ectodysplasin A	1896
60401_at	EDA2R	ectodysplasin A2 receptor	60401
128178_at	EDARADD	EDAR associated death domain	128178
10876_at	EDDM3A	epididymal protein 3A	10876
64184_at	EDDM3B	epididymal protein 3B	64184
1907_at	EDN2	endothelin 2	1907
1908_at	EDN3	endothelin 3	1908
100505518_at	EDNRB-AS1	EDNRB antisense RNA 1	100505518
79645_at	EFCAB1	EF-hand calcium binding domain 1	79645
90288_at	EFCAB12	EF-hand calcium binding domain 12	90288
124989_at	EFCAB13	EF-hand calcium binding domain 13	124989
374786_at	EFCAB5	EF-hand calcium binding domain 5	374786
64800_at	EFCAB6	EF-hand calcium binding domain 6	64800
79825_at	EFCC1	EF-hand and coiled-coil domain containing 1	79825
151651_at	EFHB	EF-hand domain family member B	151651
80258_at	EFHC2	EF-hand domain containing 2	80258
1943_at	EFNA2	ephrin A2	1943
93556_at	EGFEM1P	"EGF like and EMI domain containing 1, pseudogene"	93556
25975_at	EGFL6	EGF like domain multiple 6	25975
100506475_at	EGFLAM-AS2	EGFLAM antisense RNA 2	100506475
100852408_at	EGFLAM-AS4	EGFLAM antisense RNA 4	100852408
112399_at	EGLN3	egl-9 family hypoxia inducible factor 3	112399
100126791_at	EGOT	eosinophil granule ontogeny transcript (non-protein coding)	100126791
1960_at	EGR3	early growth response 3	1960
1961_at	EGR4	early growth response 4	1961
26298_at	EHF	ETS homologous factor	26298
9086_at	EIF1AY	"eukaryotic translation initiation factor 1A, Y-linked"	9086
1991_at	ELANE	"elastase, neutrophil expressed"	1991
1993_at	ELAVL2	ELAV like neuron-specific RNA binding protein 2	1993
1995_at	ELAVL3	ELAV like neuron-specific RNA binding protein 3	1995
1996_at	ELAVL4	ELAV like neuron-specific RNA binding protein 4	1996
2001_at	ELF5	E74 like ETS transcription factor 5	2001
101927125_at	ELFN1-AS1	ELFN1 antisense RNA 1	101927125
114794_at	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	114794
2002_at	ELK1	"ELK1, ETS transcription factor"	2002
8178_at	ELL	elongation factor for RNA polymerase II	8178
9844_at	ELMO1	engulfment and cell motility 1	9844
79767_at	ELMO3	engulfment and cell motility 3	79767
55531_at	ELMOD1	ELMO domain containing 1	55531
54898_at	ELOVL2	ELOVL fatty acid elongase 2	54898
100506409_at	ELOVL2-AS1	ELOVL2 antisense RNA 1	100506409
83401_at	ELOVL3	ELOVL fatty acid elongase 3	83401
64100_at	ELSPBP1	epididymal sperm binding protein 1	64100
133418_at	EMB	embigin	133418
442075_at	EMC3-AS1	EMC3 antisense RNA 1	442075
11117_at	EMILIN1	elastin microfibril interfacer 1	11117
90187_at	EMILIN3	elastin microfibril interfacer 3	90187
100287177_at	EML2-AS1	EML2 antisense RNA 1	100287177
161436_at	EML5	echinoderm microtubule associated protein like 5	161436
400954_at	EML6	echinoderm microtubule associated protein like 6	400954
2016_at	EMX1	empty spiracles homeobox 1	2016
2019_at	EN1	engrailed homeobox 1	2019
2020_at	EN2	engrailed homeobox 2	2020
10117_at	ENAM	enamelin	10117
219670_at	ENKUR	"enkurin, TRPC channel interacting protein"	219670
100505975_at	ENO1-AS1	ENO1 antisense RNA 1	100505975
2027_at	ENO3	enolase 3	2027
5167_at	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	5167
5169_at	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	5169
133121_at	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	133121
150350_at	ENTHD1	ENTH domain containing 1	150350
953_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953
954_at	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	954
956_at	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	956
8320_at	EOMES	eomesodermin	8320
101927279_at	EP300-AS1	EP300 antisense RNA 1	101927279
54508_at	EPB41L4A-AS2	EPB41L4A antisense RNA 2 (head to head)	54508
54566_at	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	54566
2038_at	EPB42	erythrocyte membrane protein band 4.2	2038
284656_at	EPHA10	EPH receptor A10	284656
2042_at	EPHA3	EPH receptor A3	2042
2044_at	EPHA5	EPH receptor A5	2044
100144602_at	EPHA5-AS1	EPHA5 antisense RNA 1	100144602
285220_at	EPHA6	EPH receptor A6	285220
2045_at	EPHA7	EPH receptor A7	2045
2047_at	EPHB1	EPH receptor B1	2047
79852_at	EPHX3	epoxide hydrolase 3	79852
253152_at	EPHX4	epoxide hydrolase 4	253152
100874018_at	EPN2-AS1	EPN2 antisense RNA 1	100874018
100874309_at	EPN2-IT1	EPN2 intronic transcript 1	100874309
55040_at	EPN3	epsin 3	55040
2056_at	EPO	erythropoietin	2056
57119_at	EPPIN	epididymal peptidase inhibitor	57119
79574_at	EPS8L3	EPS8 like 3	79574
8288_at	EPX	eosinophil peroxidase	8288
1833_at	EPYC	epiphycan	1833
54586_at	EQTN	equatorin	54586
64167_at	ERAP2	endoplasmic reticulum aminopeptidase 2	64167
711_at	ERC2-IT1	ERC2 intronic transcript 1	711
54821_at	ERCC6L	"ERCC excision repair 6 like, spindle assembly checkpoint helicase"	54821
375748_at	ERCC6L2	ERCC excision repair 6 like 2	375748
2069_at	EREG	epiregulin	2069
151176_at	ERFE	erythroferrone	151176
619343_at	ERICH1-AS1	ERICH1 antisense RNA 1	619343
127254_at	ERICH3	glutamate rich 3	127254
101927320_at	ERICH3-AS1	ERICH3 antisense RNA 1	101927320
203111_at	ERICH5	glutamate rich 5	203111
131831_at	ERICH6	glutamate rich 6	131831
57471_at	ERMN	ermin	57471
100507321_at	ERVK13-1	endogenous retrovirus group K13 member 1	100507321
147664_at	ERVV-1	endogenous retrovirus group V member 1	147664
30816_at	ERVW-1	endogenous retrovirus group W member 1	30816
157570_at	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	157570
83715_at	ESPN	espin	83715
2099_at	ESR1	estrogen receptor 1	2099
2100_at	ESR2	estrogen receptor 2	2100
790952_at	ESRG	embryonic stem cell related (non-protein coding)	790952
2103_at	ESRRB	estrogen related receptor beta	2103
80712_at	ESX1	ESX homeobox 1	80712
83850_at	ESYT3	extended synaptotagmin 3	83850
64850_at	ETNPPL	ethanolamine-phosphate phospho-lyase	64850
2115_at	ETV1	ETS variant 1	2115
2116_at	ETV2	ETS variant 2	2116
2118_at	ETV4	ETS variant 4	2118
51513_at	ETV7	ETS variant 7	51513
84141_at	EVA1A	"eva-1 homolog A, regulator of programmed cell death"	84141
132884_at	EVC2	EvC ciliary complex subunit 2	132884
2125_at	EVPL	envoplakin	2125
2128_at	EVX1	even-skipped homeobox 1	2128
283673_at	EWSAT1	Ewing sarcoma associated transcript 1	283673
161829_at	EXD1	exonuclease 3'-5' domain containing 1	161829
9156_at	EXO1	exonuclease 1	9156
118460_at	EXOSC6	exosome component 6	118460
2138_at	EYA1	EYA transcriptional coactivator and phosphatase 1	2138
2070_at	EYA4	EYA transcriptional coactivator and phosphatase 4	2070
346007_at	EYS	eyes shut homolog (Drosophila)	346007
2146_at	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	2146
2159_at	F10	coagulation factor X	2159
2161_at	F12	coagulation factor XII	2161
2165_at	F13B	coagulation factor XIII B chain	2165
2147_at	F2	"coagulation factor II, thrombin"	2147
2150_at	F2RL1	F2R like trypsin receptor 1	2150
2151_at	F2RL2	coagulation factor II thrombin receptor like 2	2151
2158_at	F9	coagulation factor IX	2158
79152_at	FA2H	fatty acid 2-hydroxylase	79152
2169_at	FABP2	fatty acid binding protein 2	2169
2172_at	FABP6	fatty acid binding protein 6	2172
2173_at	FABP7	fatty acid binding protein 7	2173
51011_at	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	51011
23017_at	FAIM2	Fas apoptotic inhibitory molecule 2	23017
54491_at	FAM105A	family with sequence similarity 105 member A	54491
374393_at	FAM111B	family with sequence similarity 111 member B	374393
159091_at	FAM122C	family with sequence similarity 122C	159091
79843_at	FAM124B	family with sequence similarity 124 member B	79843
199786_at	FAM129C	family with sequence similarity 129 member C	199786
9715_at	FAM131B	family with sequence similarity 131 member B	9715
286499_at	FAM133A	family with sequence similarity 133 member A	286499
51059_at	FAM135B	family with sequence similarity 135 member B	51059
220965_at	FAM13C	family with sequence similarity 13 member C	220965
285016_at	FAM150B	family with sequence similarity 150 member B	285016
338094_at	FAM151A	family with sequence similarity 151 member A	338094
728215_at	FAM155A	family with sequence similarity 155 member A	728215
100874375_at	FAM155A-IT1	FAM155A intronic transcript 1	100874375
27112_at	FAM155B	family with sequence similarity 155 member B	27112
84140_at	FAM161A	family with sequence similarity 161 member A	84140
148753_at	FAM163A	family with sequence similarity 163 member A	148753
642968_at	FAM163B	family with sequence similarity 163 member B	642968
401565_at	FAM166A	family with sequence similarity 166 member A	401565
730112_at	FAM166B	family with sequence similarity 166 member B	730112
83648_at	FAM167A	family with sequence similarity 167 member A	83648
83656_at	FAM167A-AS1	FAM167A antisense RNA 1	83656
283777_at	FAM169B	family with sequence similarity 169 member B	283777
170370_at	FAM170B	family with sequence similarity 170 member B	170370
100506733_at	FAM170B-AS1	FAM170B antisense RNA 1	100506733
284069_at	FAM171A2	family with sequence similarity 171 member A2	284069
165186_at	FAM179A	family with sequence similarity 179 member A	165186
90050_at	FAM181A	family with sequence similarity 181 member A	90050
283592_at	FAM181A-AS1	FAM181A antisense RNA 1	283592
220382_at	FAM181B	family with sequence similarity 181 member B	220382
728882_at	FAM182B	family with sequence similarity 182 member B	728882
286135_at	FAM183CP	"family with sequence similarity 183 member C, pseudogene"	286135
79632_at	FAM184A	family with sequence similarity 184 member A	79632
222234_at	FAM185A	family with sequence similarity 185 member A	222234
121006_at	FAM186A	family with sequence similarity 186 member A	121006
84070_at	FAM186B	family with sequence similarity 186 member B	84070
148109_at	FAM187B	family with sequence similarity 187 member B	148109
23359_at	FAM189A1	family with sequence similarity 189 member A1	23359
642938_at	FAM196A	family with sequence similarity 196 member A	642938
729085_at	FAM198A	family with sequence similarity 198 member A	729085
407738_at	FAM19A1	"family with sequence similarity 19 member A1, C-C motif chemokine like"	407738
338811_at	FAM19A2	"family with sequence similarity 19 member A2, C-C motif chemokine like"	338811
151647_at	FAM19A4	"family with sequence similarity 19 member A4, C-C motif chemokine like"	151647
25817_at	FAM19A5	"family with sequence similarity 19 member A5, C-C motif chemokine like"	25817
158228_at	FAM201A	family with sequence similarity 201 member A	158228
259308_at	FAM205A	family with sequence similarity 205 member A	259308
389715_at	FAM205BP	transmembrane protein C9orf144B pseudogene	389715
85395_at	FAM207A	family with sequence similarity 207 member A	85395
200232_at	FAM209A	family with sequence similarity 209 member A	200232
388799_at	FAM209B	family with sequence similarity 209 member B	388799
54757_at	FAM20A	family with sequence similarity 20 member A	54757
100506343_at	FAM212B-AS1	FAM212B antisense RNA 1	100506343
23591_at	FAM215A	family with sequence similarity 215 member A (non-protein coding)	23591
144809_at	FAM216B	family with sequence similarity 216 member B	144809
222826_at	FAM217A	family with sequence similarity 217 member A	222826
152756_at	FAM218A	family with sequence similarity 218 member A	152756
340277_at	FAM221A	family with sequence similarity 221 member A	340277
392307_at	FAM221B	family with sequence similarity 221 member B	392307
84915_at	FAM222A	family with sequence similarity 222 member A	84915
84983_at	FAM222A-AS1	FAM222A antisense RNA 1	84983
286333_at	FAM225A	family with sequence similarity 225 member A (non-protein coding)	286333
196951_at	FAM227B	family with sequence similarity 227 member B	196951
653140_at	FAM228A	family with sequence similarity 228 member A	653140
118670_at	FAM24A	family with sequence similarity 24 member A	118670
221301_at	FAM26D	family with sequence similarity 26 member D	221301
54097_at	FAM3B	family with sequence similarity 3 member B	54097
163933_at	FAM43B	family with sequence similarity 43 member B	163933
115572_at	FAM46B	family with sequence similarity 46 member B	115572
169966_at	FAM46D	family with sequence similarity 46 member D	169966
158724_at	FAM47A	family with sequence similarity 47 member A	158724
170062_at	FAM47B	family with sequence similarity 47 member B	170062
81553_at	FAM49A	family with sequence similarity 49 member A	81553
152877_at	FAM53A	family with sequence similarity 53 member A	152877
101927944_at	FAM53B-AS1	FAM53B antisense RNA 1	101927944
54478_at	FAM64A	family with sequence similarity 64 member A	54478
440078_at	FAM66C	family with sequence similarity 66 member C	440078
153745_at	FAM71B	family with sequence similarity 71 member B	153745
196472_at	FAM71C	family with sequence similarity 71 member C	196472
161142_at	FAM71D	family with sequence similarity 71 member D	161142
284418_at	FAM71E2	family with sequence similarity 71 member E2	284418
84691_at	FAM71F1	family with sequence similarity 71 member F1	84691
346653_at	FAM71F2	family with sequence similarity 71 member F2	346653
153643_at	FAM81B	family with sequence similarity 81 member B	153643
84985_at	FAM83A	family with sequence similarity 83 member A	84985
222584_at	FAM83B	family with sequence similarity 83 member B	222584
128876_at	FAM83C	family with sequence similarity 83 member C	128876
140846_at	FAM83C-AS1	FAM83C antisense RNA 1	140846
81610_at	FAM83D	family with sequence similarity 83 member D	81610
54854_at	FAM83E	family with sequence similarity 83 member E	54854
113828_at	FAM83F	family with sequence similarity 83 member F	113828
151354_at	FAM84A	family with sequence similarity 84 member A	151354
286042_at	FAM86B3P	"family with sequence similarity 86, member A pseudogene"	286042
55138_at	FAM90A1	family with sequence similarity 90 member A1	55138
90499_at	FAM95A	family with sequence similarity 95 member A	90499
171482_at	FAM9A	family with sequence similarity 9 member A	171482
171483_at	FAM9B	family with sequence similarity 9 member B	171483
171484_at	FAM9C	family with sequence similarity 9 member C	171484
2175_at	FANCA	Fanconi anemia complementation group A	2175
2187_at	FANCB	Fanconi anemia complementation group B	2187
2177_at	FANCD2	Fanconi anemia complementation group D2	2177
115795_at	FANCD2OS	FANCD2 opposite strand	115795
55215_at	FANCI	Fanconi anemia complementation group I	55215
57697_at	FANCM	Fanconi anemia complementation group M	57697
2191_at	FAP	fibroblast activation protein alpha	2191
100302740_at	FAS-AS1	FAS antisense RNA 1	100302740
356_at	FASLG	Fas ligand	356
2194_at	FASN	fatty acid synthase	2194
2196_at	FAT2	FAT atypical cadherin 2	2196
120114_at	FAT3	FAT atypical cadherin 3	120114
84553_at	FAXC	failed axon connections homolog	84553
2192_at	FBLN1	fibulin 1	2192
2199_at	FBLN2	fibulin 2	2199
2201_at	FBN2	fibrillin 2	2201
84467_at	FBN3	fibrillin 3	84467
8789_at	FBP2	fructose-bisphosphatase 2	8789
222235_at	FBXL13	F-box and leucine rich repeat protein 13	222235
144699_at	FBXL14	F-box and leucine rich repeat protein 14	144699
146330_at	FBXL16	F-box and leucine rich repeat protein 16	146330
283932_at	FBXL19-AS1	FBXL19 antisense RNA 1 (head to head)	283932
26223_at	FBXL21	F-box and leucine rich repeat protein 21 (gene/pseudogene)	26223
283807_at	FBXL22	F-box and leucine rich repeat protein 22	283807
26233_at	FBXL6	F-box and leucine rich repeat protein 6	26233
55336_at	FBXL8	F-box and leucine rich repeat protein 8	55336
26267_at	FBXO10	F-box protein 10	26267
157574_at	FBXO16	F-box protein 16	157574
26261_at	FBXO24	F-box protein 24	26261
126433_at	FBXO27	F-box protein 27	126433
162517_at	FBXO39	F-box protein 39	162517
26272_at	FBXO4	F-box protein 4	26272
51725_at	FBXO40	F-box protein 40	51725
286151_at	FBXO43	F-box protein 43	286151
26270_at	FBXO6	F-box protein 6	26270
26226_at	FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1	26226
83953_at	FCAMR	Fc fragment of IgA and IgM receptor	83953
2204_at	FCAR	Fc fragment of IgA receptor	2204
2205_at	FCER1A	Fc fragment of IgE receptor Ia	2205
2208_at	FCER2	Fc fragment of IgE receptor II	2208
8857_at	FCGBP	Fc fragment of IgG binding protein	8857
2213_at	FCGR2B	Fc fragment of IgG receptor IIb	2213
89848_at	FCHSD1	FCH and double SH3 domains 1	89848
9214_at	FCMR	Fc fragment of IgM receptor	9214
2220_at	FCN2	ficolin 2	2220
115350_at	FCRL1	Fc receptor like 1	115350
79368_at	FCRL2	Fc receptor like 2	79368
115352_at	FCRL3	Fc receptor like 3	115352
83417_at	FCRL4	Fc receptor like 4	83417
83416_at	FCRL5	Fc receptor like 5	83416
84824_at	FCRLA	Fc receptor like A	84824
260436_at	FDCSP	follicular dendritic cell secreted protein	260436
91893_at	FDXACB1	ferredoxin-fold anticodon binding domain containing 1	91893
400550_at	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA	400550
80307_at	FER1L4	"fer-1 like family member 4, pseudogene"	80307
90342_at	FER1L5	fer-1 like family member 5	90342
439941_at	FER1L6-AS1	FER1L6 antisense RNA 1	439941
222894_at	FERD3L	Fer3-like bHLH transcription factor	222894
55612_at	FERMT1	fermitin family member 1	55612
26998_at	FETUB	fetuin B	26998
54738_at	FEV	"FEV, ETS transcription factor"	54738
55079_at	FEZF2	FEZ family zinc finger 2	55079
2867_at	FFAR2	free fatty acid receptor 2	2867
338557_at	FFAR4	free fatty acid receptor 4	338557
2243_at	FGA	fibrinogen alpha chain	2243
2244_at	FGB	fibrinogen beta chain	2244
2255_at	FGF10	fibroblast growth factor 10	2255
101927075_at	FGF10-AS1	FGF10 antisense RNA 1	101927075
2256_at	FGF11	fibroblast growth factor 11	2256
2257_at	FGF12	fibroblast growth factor 12	2257
100129662_at	FGF13-AS1	FGF13 antisense RNA 1	100129662
2259_at	FGF14	fibroblast growth factor 14	2259
283480_at	FGF14-IT1	FGF14 intronic transcript 1	283480
8823_at	FGF16	fibroblast growth factor 16	8823
8822_at	FGF17	fibroblast growth factor 17	8822
8817_at	FGF18	fibroblast growth factor 18	8817
9965_at	FGF19	fibroblast growth factor 19	9965
2247_at	FGF2	fibroblast growth factor 2	2247
26281_at	FGF20	fibroblast growth factor 20	26281
26291_at	FGF21	fibroblast growth factor 21	26291
8074_at	FGF23	fibroblast growth factor 23	8074
2248_at	FGF3	fibroblast growth factor 3	2248
2249_at	FGF4	fibroblast growth factor 4	2249
2250_at	FGF5	fibroblast growth factor 5	2250
2252_at	FGF7	fibroblast growth factor 7	2252
2253_at	FGF8	fibroblast growth factor 8	2253
9982_at	FGFBP1	fibroblast growth factor binding protein 1	9982
83888_at	FGFBP2	fibroblast growth factor binding protein 2	83888
143282_at	FGFBP3	fibroblast growth factor binding protein 3	143282
2266_at	FGG	fibrinogen gamma chain	2266
2267_at	FGL1	fibrinogen like 1	2267
114827_at	FHAD1	forkhead associated phosphopeptide binding domain 1	114827
9457_at	FHL5	four and a half LIM domains 5	9457
84929_at	FIBCD1	fibrinogen C domain containing 1	84929
344018_at	FIGLA	folliculogenesis specific bHLH transcription factor	344018
286467_at	FIRRE	firre intergenic repeating RNA element	286467
161247_at	FITM1	fat storage inducing transmembrane protein 1	161247
2288_at	FKBP4	FK506 binding protein 4	2288
8468_at	FKBP6	FK506 binding protein 6	8468
100131561_at	FKSG29	FKSG29	100131561
2312_at	FLG	filaggrin	2312
388698_at	FLG2	filaggrin family member 2	388698
339400_at	FLG-AS1	FLG antisense RNA 1	339400
79857_at	FLJ13224	uncharacterized LOC79857	79857
100192386_at	FLJ16779	uncharacterized LOC100192386	100192386
55025_at	FLJ20712	uncharacterized FLJ20712	55025
401081_at	FLJ22763	uncharacterized LOC401081	401081
497049_at	FLJ25758	microtubule affinity regulating kinase 1 pseudogene	497049
400710_at	FLJ26850	FLJ26850 protein	400710
400761_at	FLJ27354	uncharacterized LOC400761	400761
146512_at	FLJ30679	uncharacterized protein FLJ30679	146512
441072_at	FLJ31104	uncharacterized LOC441072	441072
403150_at	FLJ31356	uncharacterized protein FLJ31356	403150
440137_at	FLJ31945	uncharacterized LOC440137	440137
401172_at	FLJ33360	FLJ33360 protein	401172
285759_at	FLJ34503	uncharacterized FLJ34503	285759
399821_at	FLJ37035	uncharacterized LOC399821	399821
283011_at	FLJ37201	tigger transposable element derived 2 pseudogene	283011
651430_at	FLJ38576	uncharacterized LOC651430	651430
23769_at	FLRT1	fibronectin leucine rich transmembrane protein 1	23769
2322_at	FLT3	fms related tyrosine kinase 3	2322
55640_at	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2	55640
342184_at	FMN1	formin 1	342184
2327_at	FMO2	flavin containing monooxygenase 2	2327
2328_at	FMO3	flavin containing monooxygenase 3	2328
388714_at	FMO6P	flavin containing monooxygenase 6 pseudogene	388714
116123_at	FMO9P	flavin containing monooxygenase 9 pseudogene	116123
158521_at	FMR1NB	fragile X mental retardation 1 neighbor	158521
64122_at	FN3K	fructosamine 3 kinase	64122
84624_at	FNDC1	fibronectin type III domain containing 1	84624
252995_at	FNDC5	fibronectin type III domain containing 5	252995
163479_at	FNDC7	fibronectin type III domain containing 7	163479
54752_at	FNDC8	fibronectin type III domain containing 8	54752
408263_at	FNDC9	fibronectin type III domain containing 9	408263
2346_at	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1	2346
2352_at	FOLR3	folate receptor 3	2352
2353_at	FOS	"Fos proto-oncogene, AP-1 transcription factor subunit"	2353
2354_at	FOSB	"FosB proto-oncogene, AP-1 transcription factor subunit"	2354
8061_at	FOSL1	"FOS like 1, AP-1 transcription factor subunit"	8061
3169_at	FOXA1	forkhead box A1	3169
3170_at	FOXA2	forkhead box A2	3170
3171_at	FOXA3	forkhead box A3	3171
27023_at	FOXB1	forkhead box B1	27023
2303_at	FOXC2	forkhead box C2	2303
84793_at	FOXD2-AS1	FOXD2 antisense RNA 1 (head to head)	84793
27022_at	FOXD3	forkhead box D3	27022
2304_at	FOXE1	forkhead box E1	2304
2301_at	FOXE3	forkhead box E3	2301
2295_at	FOXF2	forkhead box F2	2295
2290_at	FOXG1	forkhead box G1	2290
8928_at	FOXH1	forkhead box H1	8928
2299_at	FOXI1	forkhead box I1	2299
668_at	FOXL2	forkhead box L2	668
2305_at	FOXM1	forkhead box M1	2305
8456_at	FOXN1	forkhead box N1	8456
400236_at	FOXN3-AS1	FOXN3 antisense RNA 1	400236
29018_at	FOXN3-AS2	FOXN3 antisense RNA 2	29018
93986_at	FOXP2	forkhead box P2	93986
101060264_at	FOXP4-AS1	FOXP4 antisense RNA 1	101060264
283150_at	FOXR1	forkhead box R1	283150
139628_at	FOXR2	forkhead box R2	139628
2307_at	FOXS1	forkhead box S1	2307
2358_at	FPR2	formyl peptide receptor 2	2358
2359_at	FPR3	formyl peptide receptor 3	2359
158326_at	FREM1	FRAS1 related extracellular matrix 1	158326
341640_at	FREM2	FRAS1 related extracellular matrix protein 2	341640
166752_at	FREM3	FRAS1 related extracellular matrix 3	166752
647476_at	FRG2EP	"FSHD region gene 2 family member E, pseudogene"	647476
2444_at	FRK	fyn related Src family tyrosine kinase	2444
84978_at	FRMD5	FERM domain containing 5	84978
145438_at	FRMD6-AS1	FRMD6 antisense RNA 1	145438
90167_at	FRMD7	FERM domain containing 7	90167
83957_at	FRMD8P1	FERM domain containing 8 pseudogene 1	83957
22844_at	FRMPD1	FERM and PDZ domain containing 1	22844
84443_at	FRMPD3	FERM and PDZ domain containing 3	84443
9758_at	FRMPD4	FERM and PDZ domain containing 4	9758
23732_at	FRRS1L	ferric chelate reductase 1 like	23732
100507099_at	FRY-AS1	FRY antisense RNA 1	100507099
84075_at	FSCB	fibrous sheath CABYR binding protein	84075
25794_at	FSCN2	"fascin actin-bundling protein 2, retinal"	25794
29999_at	FSCN3	fascin actin-bundling protein 3	29999
83856_at	FSD1L	fibronectin type III and SPRY domain containing 1 like	83856
123722_at	FSD2	fibronectin type III and SPRY domain containing 2	123722
2488_at	FSHB	follicle stimulating hormone beta subunit	2488
2492_at	FSHR	follicle stimulating hormone receptor	2492
161835_at	FSIP1	fibrous sheath interacting protein 1	161835
401024_at	FSIP2	fibrous sheath interacting protein 2	401024
10468_at	FST	follistatin	10468
23105_at	FSTL4	follistatin like 4	23105
56884_at	FSTL5	follistatin like 5	56884
348751_at	FTCDNL1	formiminotransferase cyclodeaminase N-terminal like	348751
53940_at	FTHL17	ferritin heavy chain like 17	53940
2525_at	FUT3	fucosyltransferase 3 (Lewis blood group)	2525
645431_at	FUT8-AS1	FUT8 antisense RNA 1	645431
10690_at	FUT9	fucosyltransferase 9	10690
5349_at	FXYD3	FXYD domain containing ion transport regulator 3	5349
53828_at	FXYD4	FXYD domain containing ion transport regulator 4	53828
11211_at	FZD10	frizzled class receptor 10	11211
440119_at	FZD10-AS1	FZD10 antisense RNA 1 (head to head)	440119
8326_at	FZD9	frizzled class receptor 9	8326
2538_at	G6PC	glucose-6-phosphatase catalytic subunit	2538
57818_at	G6PC2	glucose-6-phosphatase catalytic subunit 2	57818
23766_at	GABARAPL3	GABA type A receptor associated protein like 3 pseudogene	23766
9568_at	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	9568
2554_at	GABRA1	gamma-aminobutyric acid type A receptor alpha1 subunit	2554
2556_at	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit	2556
2557_at	GABRA4	gamma-aminobutyric acid type A receptor alpha4 subunit	2557
2558_at	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit	2558
2559_at	GABRA6	gamma-aminobutyric acid type A receptor alpha6 subunit	2559
2560_at	GABRB1	gamma-aminobutyric acid type A receptor beta1 subunit	2560
2561_at	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit	2561
2562_at	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit	2562
2563_at	GABRD	gamma-aminobutyric acid type A receptor delta subunit	2563
