ID	Symbol	SPOT_ID	ENTREZ_GENE_ID
11193_at	WBP4	WW domain binding protein 4	11193
11194_at	ABCB8	ATP binding cassette subfamily B member 8	11194
11196_at	SEC23IP	SEC23 interacting protein	11196
11198_at	SUPT16H	"SPT16 homolog, facilitates chromatin remodeling subunit"	11198
112_at	ADCY6	adenylate cyclase 6	112
11201_at	POLI	polymerase (DNA) iota	11201
11212_at	PROSC	proline synthetase cotranscribed homolog (bacterial)	11212
11213_at	IRAK3	interleukin 1 receptor associated kinase 3	11213
11214_at	AKAP13	A-kinase anchoring protein 13	11214
11215_at	AKAP11	A-kinase anchoring protein 11	11215
11216_at	AKAP10	A-kinase anchoring protein 10	11216
11218_at	DDX20	DEAD-box helicase 20	11218
11219_at	TREX2	three prime repair exonuclease 2	11219
1122_at	CHML	"CHM like, Rab escort protein 2"	1122
11221_at	DUSP10	dual specificity phosphatase 10	11221
11222_at	MRPL3	mitochondrial ribosomal protein L3	11222
11223_at	MST1L	macrophage stimulating 1 like	11223
11227_at	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	11227
11228_at	RASSF8	Ras association domain family member 8	11228
1123_at	CHN1	chimerin 1	1123
11230_at	PRAF2	PRA1 domain family member 2	11230
11231_at	SEC63	"SEC63 homolog, protein translocation regulator"	11231
11232_at	POLG2	"polymerase (DNA) gamma 2, accessory subunit"	11232
11234_at	HPS5	"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"	11234
11235_at	PDCD10	programmed cell death 10	11235
11236_at	RNF139	ring finger protein 139	11236
11237_at	RNF24	ring finger protein 24	11237
11238_at	CA5B	carbonic anhydrase 5B	11238
1124_at	CHN2	chimerin 2	1124
11240_at	PADI2	peptidyl arginine deiminase 2	11240
11243_at	PMF1	polyamine-modulated factor 1	11243
11244_at	ZHX1	zinc fingers and homeoboxes 1	11244
11245_at	GPR176	G protein-coupled receptor 176	11245
112464_at	PRKCDBP	protein kinase C delta binding protein	112464
112476_at	PRRT2	proline rich transmembrane protein 2	112476
112479_at	ERI2	ERI1 exoribonuclease family member 2	112479
11248_at	NXPH3	neurexophilin 3	11248
112483_at	SAT2	spermidine/spermine N1-acetyltransferase family member 2	112483
112487_at	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)	112487
11251_at	PTGDR2	prostaglandin D2 receptor 2	11251
11252_at	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	11252
11253_at	MAN1B1	mannosidase alpha class 1B member 1	11253
11257_at	TP53TG1	TP53 target 1 (non-protein coding)	11257
112574_at	SNX18	sorting nexin 18	112574
11258_at	DCTN3	dynactin subunit 3	11258
11259_at	FILIP1L	filamin A interacting protein 1 like	11259
11260_at	XPOT	exportin for tRNA	11260
11261_at	CHP1	calcineurin like EF-hand protein 1	11261
112611_at	RWDD2A	RWD domain containing 2A	112611
112616_at	CMTM7	CKLF like MARVEL transmembrane domain containing 7	112616
11264_at	PXMP4	peroxisomal membrane protein 4	11264
11266_at	DUSP12	dual specificity phosphatase 12	11266
11267_at	SNF8	"SNF8, ESCRT-II complex subunit"	11267
11270_at	NRM	nurim (nuclear envelope membrane protein)	11270
112703_at	FAM71E1	family with sequence similarity 71 member E1	112703
112724_at	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)	112724
11275_at	KLHL2	kelch like family member 2	11275
112752_at	IFT43	intraflagellar transport 43	112752
112755_at	STX1B	syntaxin 1B	112755
11276_at	SYNRG	"synergin, gamma"	11276
11277_at	TREX1	three prime repair exonuclease 1	11277
112770_at	GLMP	glycosylated lysosomal membrane protein	112770
11278_at	KLF12	Kruppel like factor 12	11278
11279_at	KLF8	Kruppel like factor 8	11279
112812_at	FDX1L	ferredoxin 1 like	112812
112817_at	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	112817
11282_at	MGAT4B	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"	11282
11284_at	PNKP	polynucleotide kinase 3'-phosphatase	11284
112849_at	L3HYPDH	trans-L-3-hydroxyproline dehydratase	112849
11285_at	B4GALT7	"beta-1,4-galactosyltransferase 7"	11285
112858_at	TP53RK	TP53 regulating kinase	112858
112869_at	SGF29	SAGA complex associated factor 29	112869
112936_at	VPS26B	"VPS26, retromer complex component B"	112936
112939_at	NACC1	nucleus accumbens associated 1	112939
112942_at	CFAP36	cilia and flagella associated protein 36	112942
112950_at	MED8	mediator complex subunit 8	112950
113_at	ADCY7	adenylate cyclase 7	113
1130_at	LYST	lysosomal trafficking regulator	1130
113000_at	RPUSD1	RNA pseudouridylate synthase domain containing 1	113000
113026_at	PLCD3	phospholipase C delta 3	113026
113091_at	PTH2	parathyroid hormone 2	113091
1131_at	CHRM3	cholinergic receptor muscarinic 3	1131
11311_at	VPS45	vacuolar protein sorting 45 homolog	11311
11313_at	LYPLA2	lysophospholipase II	11313
113130_at	CDCA5	cell division cycle associated 5	113130
11314_at	CD300A	CD300a molecule	11314
11315_at	PARK7	Parkinsonism associated deglycase	11315
11316_at	COPE	coatomer protein complex subunit epsilon	11316
113174_at	SAAL1	serum amyloid A like 1	113174
113177_at	IZUMO4	IZUMO family member 4	113177
113178_at	SCAMP4	secretory carrier membrane protein 4	113178
113179_at	ADAT3	"adenosine deaminase, tRNA specific 3"	113179
113189_at	CHST14	carbohydrate sulfotransferase 14	113189
11319_at	ECD	ecdysoneless cell cycle regulator	11319
11320_at	MGAT4A	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A"	11320
113201_at	CASC4	cancer susceptibility candidate 4	113201
11321_at	GPN1	GPN-loop GTPase 1	11321
11322_at	TMC6	transmembrane channel like 6	11322
113220_at	KIF12	kinesin family member 12	113220
113235_at	SLC46A1	solute carrier family 46 member 1	113235
113246_at	C12orf57	chromosome 12 open reading frame 57	113246
11325_at	DDX42	DEAD-box helicase 42	11325
113251_at	LARP4	La ribonucleoprotein domain family member 4	113251
113263_at	GLCCI1	glucocorticoid induced 1	113263
113277_at	TMEM106A	transmembrane protein 106A	113277
113278_at	SLC52A3	solute carrier family 52 member 3	113278
11329_at	STK38	serine/threonine kinase 38	11329
11330_at	CTRC	chymotrypsin C	11330
11331_at	PHB2	prohibitin 2	11331
11332_at	ACOT7	acyl-CoA thioesterase 7	11332
11334_at	TUSC2	tumor suppressor candidate 2	11334
11335_at	CBX3	chromobox 3	11335
11336_at	EXOC3	exocyst complex component 3	11336
11337_at	GABARAP	GABA type A receptor-associated protein	11337
11338_at	U2AF2	U2 small nuclear RNA auxiliary factor 2	11338
11340_at	EXOSC8	exosome component 8	11340
113402_at	SFT2D1	SFT2 domain containing 1	113402
113419_at	TEX261	testis expressed 261	113419
11342_at	RNF13	ring finger protein 13	11342
11343_at	MGLL	monoglyceride lipase	11343
11344_at	TWF2	twinfilin actin binding protein 2	11344
113444_at	SMIM12	small integral membrane protein 12	113444
11345_at	GABARAPL2	GABA type A receptor associated protein like 2	11345
113451_at	AZIN2	antizyme inhibitor 2	113451
113452_at	TMEM54	transmembrane protein 54	113452
11346_at	SYNPO	synaptopodin	11346
1135_at	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit	1135
113510_at	HELQ	"helicase, POLQ-like"	113510
113612_at	CYP2U1	cytochrome P450 family 2 subfamily U member 1	113612
113622_at	ADPRHL1	ADP-ribosylhydrolase like 1	113622
113655_at	MFSD3	major facilitator superfamily domain containing 3	113655
113675_at	SDSL	serine dehydratase like	113675
113746_at	ODF3	outer dense fiber of sperm tails 3	113746
113763_at	ZBED6CL	ZBED6 C-terminal like	113763
113791_at	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	113791
113829_at	SLC35A4	solute carrier family 35 member A4	113829
113878_at	DTX2	deltex E3 ubiquitin ligase 2	113878
114034_at	TOE1	"target of EGR1, member 1 (nuclear)"	114034
114043_at	TSPEAR-AS2	TSPEAR antisense RNA 2	114043
114049_at	WBSCR22	Williams-Beuren syndrome chromosome region 22	114049
1141_at	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	1141
114112_at	TXNRD3	thioredoxin reductase 3	114112
114134_at	SLC2A13	solute carrier family 2 member 13	114134
114294_at	LACTB	lactamase beta	114294
114327_at	EFHC1	EF-hand domain containing 1	114327
114569_at	MAL2	"mal, T-cell differentiation protein 2 (gene/pseudogene)"	114569
114609_at	TIRAP	TIR domain containing adaptor protein	114609
114625_at	ERMAP	erythroblast membrane associated protein (Scianna blood group)	114625
114659_at	LRRC37B	leucine rich repeat containing 37B	114659
1147_at	CHUK	conserved helix-loop-helix ubiquitous kinase	1147
114769_at	CARD16	caspase recruitment domain family member 16	114769
114781_at	BTBD9	BTB domain containing 9	114781
114785_at	MBD6	methyl-CpG binding domain protein 6	114785
114786_at	XKR4	XK related 4	114786
114787_at	GPRIN1	G protein regulated inducer of neurite outgrowth 1	114787
114789_at	SLC25A25	solute carrier family 25 member 25	114789
114790_at	STK11IP	serine/threonine kinase 11 interacting protein	114790
114791_at	TUBGCP5	tubulin gamma complex associated protein 5	114791
114793_at	FMNL2	formin like 2	114793
114796_at	PSMG3-AS1	PSMG3 antisense RNA 1 (head to head)	114796
114799_at	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	114799
114800_at	CCDC85A	coiled-coil domain containing 85A	114800
114801_at	TMEM200A	transmembrane protein 200A	114801
114803_at	MYSM1	"Myb like, SWIRM and MPN domains 1"	114803
114818_at	KLHL29	kelch like family member 29	114818
114822_at	RHPN1	rhophilin Rho GTPase binding protein 1	114822
114823_at	LENG8	leukocyte receptor cluster member 8	114823
114825_at	PWWP2A	PWWP domain containing 2A	114825
114826_at	SMYD4	SET and MYND domain containing 4	114826
114876_at	OSBPL1A	oxysterol binding protein like 1A	114876
114879_at	OSBPL5	oxysterol binding protein like 5	114879
114881_at	OSBPL7	oxysterol binding protein like 7	114881
114882_at	OSBPL8	oxysterol binding protein like 8	114882
114883_at	OSBPL9	oxysterol binding protein like 9	114883
114884_at	OSBPL10	oxysterol binding protein like 10	114884
114885_at	OSBPL11	oxysterol binding protein like 11	114885
114897_at	C1QTNF1	C1q and tumor necrosis factor related protein 1	114897
114899_at	C1QTNF3	C1q and tumor necrosis factor related protein 3	114899
114907_at	FBXO32	F-box protein 32	114907
114908_at	TMEM123	transmembrane protein 123	114908
114915_at	EPB41L4A-AS1	EPB41L4A antisense RNA 1	114915
114926_at	SMIM19	small integral membrane protein 19	114926
114932_at	MRFAP1L1	Morf4 family associated protein 1 like 1	114932
114971_at	PTPMT1	"protein tyrosine phosphatase, mitochondrial 1"	114971
114984_at	FLYWCH2	FLYWCH family member 2	114984
114990_at	VASN	vasorin	114990
114991_at	ZNF618	zinc finger protein 618	114991
115_at	ADCY9	adenylate cyclase 9	115
115024_at	NT5C3B	"5'-nucleotidase, cytosolic IIIB"	115024
115098_at	CCDC124	coiled-coil domain containing 124	115098
115106_at	HAUS1	HAUS augmin like complex subunit 1	115106
115196_at	ZNF554	zinc finger protein 554	115196
1152_at	CKB	creatine kinase B	1152
115201_at	ATG4A	autophagy related 4A cysteine peptidase	115201
115207_at	KCTD12	potassium channel tetramerization domain containing 12	115207
115209_at	OMA1	OMA1 zinc metallopeptidase	115209
115265_at	DDIT4L	DNA damage inducible transcript 4 like	115265
115286_at	SLC25A26	solute carrier family 25 member 26	115286
115290_at	FBXO17	F-box protein 17	115290
115294_at	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	115294
1153_at	CIRBP	cold inducible RNA binding protein	1153
115330_at	GPR146	G protein-coupled receptor 146	115330
115353_at	LRRC42	leucine rich repeat containing 42	115353
115361_at	GBP4	guanylate binding protein 4	115361
115399_at	LRRC56	leucine rich repeat containing 56	115399
1154_at	CISH	cytokine inducible SH2 containing protein	1154
115416_at	MALSU1	mitochondrial assembly of ribosomal large subunit 1	115416
115426_at	UHRF2	ubiquitin like with PHD and ring finger domains 2	115426
1155_at	TBCB	tubulin folding cofactor B	1155
115509_at	ZNF689	zinc finger protein 689	115509
115548_at	FCHO2	FCH domain only 2	115548
115557_at	ARHGEF25	Rho guanine nucleotide exchange factor 25	115557
115650_at	TNFRSF13C	TNF receptor superfamily member 13C	115650
115677_at	NOSTRIN	nitric oxide synthase trafficking	115677
115701_at	ALPK2	alpha kinase 2	115701
115703_at	ARHGAP33	Rho GTPase activating protein 33	115703
115704_at	EVI5L	ecotropic viral integration site 5 like	115704
115708_at	TRMT61A	tRNA methyltransferase 61A	115708
115749_at	C12orf56	chromosome 12 open reading frame 56	115749
115752_at	DIS3L	DIS3 like exosome 3'-5' exoribonuclease	115752
115811_at	IQCD	IQ motif containing D	115811
115817_at	DHRS1	dehydrogenase/reductase 1	115817
115861_at	NXNL1	nucleoredoxin-like 1	115861
115939_at	TSR3	"TSR3, acp transferase ribosome maturation factor"	115939
116_at	ADCYAP1	adenylate cyclase activating polypeptide 1	116
116064_at	LRRC58	leucine rich repeat containing 58	116064
116068_at	LYSMD3	LysM domain containing 3	116068
116071_at	BATF2	basic leucine zipper ATF-like transcription factor 2	116071
116092_at	DNTTIP1	"deoxynucleotidyltransferase, terminal, interacting protein 1"	116092
1161_at	ERCC8	"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"	1161
116113_at	FOXP4	forkhead box P4	116113
116138_at	KLHDC3	kelch domain containing 3	116138
116143_at	WDR92	WD repeat domain 92	116143
116151_at	FAM210B	family with sequence similarity 210 member B	116151
116154_at	PHACTR3	phosphatase and actin regulator 3	116154
116159_at	CYYR1	cysteine and tyrosine rich 1	116159
116224_at	FAM122A	family with sequence similarity 122A	116224
116225_at	ZMYND19	zinc finger MYND-type containing 19	116225
116228_at	COX20	"COX20, cytochrome c oxidase assembly factor"	116228
116236_at	ABHD15	abhydrolase domain containing 15	116236
116254_at	GINM1	glycoprotein integral membrane 1	116254
116349_at	EXOC3-AS1	EXOC3 antisense RNA 1	116349
116362_at	RBP7	retinol binding protein 7	116362
1164_at	CKS2	CDC28 protein kinase regulatory subunit 2	1164
116412_at	ZNF837	zinc finger protein 837	116412
116441_at	TM4SF18	transmembrane 4 L six family member 18	116441
116447_at	TOP1MT	"topoisomerase (DNA) I, mitochondrial"	116447
116449_at	CLNK	cytokine dependent hematopoietic cell linker	116449
116461_at	TSEN15	tRNA splicing endonuclease subunit 15	116461
116496_at	FAM129A	family with sequence similarity 129 member A	116496
116519_at	APOA5	apolipoprotein A5	116519
116535_at	MRGPRF	MAS related GPR family member F	116535
116540_at	MRPL53	mitochondrial ribosomal protein L53	116540
116541_at	MRPL54	mitochondrial ribosomal protein L54	116541
116729_at	PPP1R27	protein phosphatase 1 regulatory subunit 27	116729
116835_at	HSPA12B	heat shock protein family A (Hsp70) member 12B	116835
116840_at	CNTROB	"centrobin, centriole duplication and spindle assembly protein"	116840
116841_at	SNAP47	synaptosome associated protein 47	116841
116842_at	LEAP2	liver expressed antimicrobial peptide 2	116842
116843_at	SLC18B1	solute carrier family 18 member B1	116843
116844_at	LRG1	leucine rich alpha-2-glycoprotein 1	116844
116983_at	ACAP3	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"	116983
116984_at	ARAP2	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"	116984
116985_at	ARAP1	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"	116985
116986_at	AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"	116986
116987_at	AGAP1	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	116987
116988_at	AGAP3	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"	116988
117143_at	TADA1	transcriptional adaptor 1	117143
117145_at	THEM4	thioesterase superfamily member 4	117145
117154_at	DACH2	dachshund family transcription factor 2	117154
117166_at	WFIKKN1	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"	117166
117177_at	RAB3IP	RAB3A interacting protein	117177
117178_at	SSX2IP	SSX family member 2 interacting protein	117178
117246_at	FTSJ3	FtsJ homolog 3	117246
117247_at	SLC16A10	solute carrier family 16 member 10	117247
117248_at	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15	117248
117286_at	CIB3	calcium and integrin binding family member 3	117286
1173_at	AP2M1	adaptor related protein complex 2 mu 1 subunit	1173
1174_at	AP1S1	adaptor related protein complex 1 sigma 1 subunit	1174
1175_at	AP2S1	adaptor related protein complex 2 sigma 1 subunit	1175
117583_at	PARD3B	par-3 family cell polarity regulator beta	117583
117854_at	TRIM6	tripartite motif containing 6	117854
118_at	ADD1	adducin 1	118
1180_at	CLCN1	chloride voltage-gated channel 1	1180
1181_at	CLCN2	chloride voltage-gated channel 2	1181
1182_at	CLCN3	chloride voltage-gated channel 3	1182
1183_at	CLCN4	chloride voltage-gated channel 4	1183
1184_at	CLCN5	chloride voltage-gated channel 5	1184
118424_at	UBE2J2	ubiquitin conjugating enzyme E2 J2	118424
118426_at	BORCS5	BLOC-1 related complex subunit 5	118426
118429_at	ANTXR2	anthrax toxin receptor 2	118429
118442_at	GPR62	G protein-coupled receptor 62	118442
118471_at	PRAP1	proline rich acidic protein 1	118471
118472_at	ZNF511	zinc finger protein 511	118472
118487_at	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	118487
1185_at	CLCN6	chloride voltage-gated channel 6	1185
1186_at	CLCN7	chloride voltage-gated channel 7	1186
118672_at	PSTK	phosphoseryl-tRNA kinase	118672
118788_at	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	118788
1188_at	CLCNKB	chloride voltage-gated channel Kb	1188
118812_at	MORN4	MORN repeat containing 4	118812
118813_at	ZFYVE27	zinc finger FYVE-type containing 27	118813
118881_at	COMTD1	catechol-O-methyltransferase domain containing 1	118881
118924_at	FRA10AC1	"fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1"	118924
118980_at	SFXN2	sideroflexin 2	118980
118987_at	PDZD8	PDZ domain containing 8	118987
119032_at	BORCS7	BLOC-1 related complex subunit 7	119032
1191_at	CLU	clusterin	1191
1192_at	CLIC1	chloride intracellular channel 1	1192
1193_at	CLIC2	chloride intracellular channel 2	1193
119391_at	GSTO2	glutathione S-transferase omega 2	119391
1195_at	CLK1	CDC like kinase 1	1195
119504_at	ANAPC16	anaphase promoting complex subunit 16	119504
119559_at	SFXN4	sideroflexin 4	119559
119587_at	CPXM2	"carboxypeptidase X (M14 family), member 2"	119587
1196_at	CLK2	CDC like kinase 2	1196
119710_at	C11orf74	chromosome 11 open reading frame 74	119710
1198_at	CLK3	CDC like kinase 3	1198
120_at	ADD3	adducin 3	120
1200_at	TPP1	tripeptidyl peptidase 1	1200
120071_at	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	120071
1201_at	CLN3	"CLN3, battenin"	1201
120103_at	SLC36A4	solute carrier family 36 member 4	120103
120224_at	TMEM45B	transmembrane protein 45B	120224
120227_at	CYP2R1	cytochrome P450 family 2 subfamily R member 1	120227
1203_at	CLN5	"ceroid-lipofuscinosis, neuronal 5"	1203
120425_at	JAML	junction adhesion molecule like	120425
120526_at	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	120526
1207_at	CLNS1A	chloride nucleotide-sensitive channel 1A	1207
1208_at	CLPS	colipase	1208
120892_at	LRRK2	leucine rich repeat kinase 2	120892
1209_at	CLPTM1	"CLPTM1, transmembrane protein"	1209
120939_at	TMEM52B	transmembrane protein 52B	120939
121053_at	C12orf45	chromosome 12 open reading frame 45	121053
1211_at	CLTA	clathrin light chain A	1211
1212_at	CLTB	clathrin light chain B	1212
121227_at	LRIG3	leucine rich repeats and immunoglobulin like domains 3	121227
121260_at	SLC15A4	solute carrier family 15 member 4	121260
121274_at	ZNF641	zinc finger protein 641	121274
1213_at	CLTC	clathrin heavy chain	1213
121441_at	NEDD1	"neural precursor cell expressed, developmentally down-regulated 1"	121441
121457_at	IKBIP	IKBKB interacting protein	121457
121506_at	ERP27	endoplasmic reticulum protein 27	121506
121512_at	FGD4	"FYVE, RhoGEF and PH domain containing 4"	121512
121536_at	AEBP2	AE binding protein 2	121536
121642_at	ALKBH2	"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"	121642
121643_at	FOXN4	forkhead box N4	121643
121665_at	SPPL3	signal peptide peptidase like 3	121665
122416_at	ANKRD9	ankyrin repeat domain 9	122416
122509_at	IFI27L1	interferon alpha inducible protein 27 like 1	122509
122525_at	C14orf28	chromosome 14 open reading frame 28	122525
122553_at	TRAPPC6B	trafficking protein particle complex 6B	122553
122616_at	C14orf79	chromosome 14 open reading frame 79	122616
122622_at	ADSSL1	adenylosuccinate synthase like 1	122622
122664_at	TPPP2	tubulin polymerization promoting protein family member 2	122664
122704_at	MRPL52	mitochondrial ribosomal protein L52	122704
122769_at	LRR1	leucine rich repeat protein 1	122769
122786_at	FRMD6	FERM domain containing 6	122786
122809_at	SOCS4	suppressor of cytokine signaling 4	122809
122830_at	NAA30	"N(alpha)-acetyltransferase 30, NatC catalytic subunit"	122830
122953_at	JDP2	Jun dimerization protein 2	122953
122961_at	ISCA2	iron-sulfur cluster assembly 2	122961
123_at	PLIN2	perilipin 2	123
123016_at	TTC8	tetratricopeptide repeat domain 8	123016
123096_at	SLC25A29	solute carrier family 25 member 29	123096
123099_at	DEGS2	"delta 4-desaturase, sphingolipid 2"	123099
123169_at	LEO1	"LEO1 homolog, Paf1/RNA polymerase II complex component"	123169
123207_at	C15orf40	chromosome 15 open reading frame 40	123207
123283_at	TARSL2	threonyl-tRNA synthetase like 2	123283
123355_at	LRRC28	leucine rich repeat containing 28	123355
1234_at	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)	1234
123591_at	TMEM266	transmembrane protein 266	123591
123606_at	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1	123606
123688_at	HYKK	hydroxylysine kinase	123688
123720_at	WHAMM	"WAS protein homolog associated with actin, golgi membranes and microtubules"	123720
123775_at	C16orf46	chromosome 16 open reading frame 46	123775
123803_at	NTAN1	N-terminal asparagine amidase	123803
123811_at	FOPNL	FGFR1OP N-terminal like	123811
123879_at	DCUN1D3	defective in cullin neddylation 1 domain containing 3	123879
123920_at	CMTM3	CKLF like MARVEL transmembrane domain containing 3	123920
1240_at	CMKLR1	chemerin chemokine-like receptor 1	1240
124044_at	SPATA2L	spermatogenesis associated 2 like	124044
124045_at	SPATA33	spermatogenesis associated 33	124045
124056_at	NOXO1	NADPH oxidase organizer 1	124056
124152_at	IQCK	IQ motif containing K	124152
124222_at	PAQR4	progestin and adipoQ receptor family member 4	124222
124245_at	ZC3H18	zinc finger CCCH-type containing 18	124245
124359_at	CDYL2	"chromodomain protein, Y-like 2"	124359
124401_at	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	124401
124402_at	UBALD1	UBA like domain containing 1	124402
124404_at	SEPT12	septin 12	124404
124411_at	ZNF720	zinc finger protein 720	124411
124446_at	TMEM219	transmembrane protein 219	124446
124454_at	EARS2	"glutamyl-tRNA synthetase 2, mitochondrial"	124454
124491_at	TMEM170A	transmembrane protein 170A	124491
124512_at	METTL23	methyltransferase like 23	124512
124540_at	MSI2	musashi RNA binding protein 2	124540
124565_at	SLC38A10	solute carrier family 38 member 10	124565
124583_at	CANT1	calcium activated nucleotidase 1	124583
124590_at	USH1G	USH1 protein network component sans	124590
124599_at	CD300LB	CD300 molecule like family member b	124599
124637_at	CYB5D1	cytochrome b5 domain containing 1	124637
124751_at	KRBA2	KRAB-A domain containing 2	124751
124790_at	HEXIM2	hexamethylene bisacetamide inducible 2	124790
124808_at	CCDC43	coiled-coil domain containing 43	124808
124930_at	ANKRD13B	ankyrin repeat domain 13B	124930
124935_at	SLC43A2	solute carrier family 43 member 2	124935
124936_at	CYB5D2	cytochrome b5 domain containing 2	124936
124961_at	ZFP3	ZFP3 zinc finger protein	124961
124976_at	SPNS2	sphingolipid transporter 2	124976
124995_at	MRPL10	mitochondrial ribosomal protein L10	124995
124997_at	WDR81	WD repeat domain 81	124997
125058_at	TBC1D16	TBC1 domain family member 16	125058
125111_at	GJD3	gap junction protein delta 3	125111
125144_at	LRRC75A-AS1	LRRC75A antisense RNA 1	125144
125150_at	ZSWIM7	zinc finger SWIM-type containing 7	125150
125170_at	MIEF2	mitochondrial elongation factor 2	125170
125206_at	SLC5A10	solute carrier family 5 member 10	125206
125228_at	FAM210A	family with sequence similarity 210 member A	125228
125476_at	INO80C	INO80 complex subunit C	125476
125704_at	FAM69C	family with sequence similarity 69 member C	125704
125893_at	ZNF816	zinc finger protein 816	125893
1259_at	CNGA1	cyclic nucleotide gated channel alpha 1	1259
125950_at	RAVER1	"ribonucleoprotein, PTB binding 1"	125950
125965_at	COX6B2	cytochrome c oxidase subunit 6B2	125965
125988_at	C19orf70	chromosome 19 open reading frame 70	125988
126003_at	TRAPPC5	trafficking protein particle complex 5	126003
126074_at	SWSAP1	SWIM-type zinc finger 7 associated protein 1	126074
126075_at	CCDC159	coiled-coil domain containing 159	126075
126119_at	JOSD2	Josephin domain containing 2	126119
126129_at	CPT1C	carnitine palmitoyltransferase 1C	126129
126133_at	ALDH16A1	aldehyde dehydrogenase 16 family member A1	126133
126208_at	ZNF787	zinc finger protein 787	126208
126231_at	ZNF573	zinc finger protein 573	126231
126259_at	TMIGD2	transmembrane and immunoglobulin domain containing 2	126259
126272_at	EID2B	EP300 interacting inhibitor of differentiation 2B	126272
126282_at	TNFAIP8L1	TNF alpha induced protein 8 like 1	126282
126295_at	ZNF57	zinc finger protein 57	126295
126298_at	IRGQ	immunity related GTPase Q	126298
126299_at	ZNF428	zinc finger protein 428	126299
1263_at	PLK3	polo like kinase 3	1263
126306_at	JSRP1	junctional sarcoplasmic reticulum protein 1	126306
126308_at	MOB3A	MOB kinase activator 3A	126308
126321_at	MFSD12	major facilitator superfamily domain containing 12	126321
126326_at	GIPC3	GIPC PDZ domain containing family member 3	126326
126328_at	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	126328
126353_at	MISP	mitotic spindle positioning	126353
126370_at	OR1I1	olfactory receptor family 1 subfamily I member 1	126370
126374_at	WTIP	Wilms tumor 1 interacting protein	126374
126375_at	ZNF792	zinc finger protein 792	126375
126382_at	NR2C2AP	nuclear receptor 2C2 associated protein	126382
1265_at	CNN2	calponin 2	1265
126526_at	C19orf47	chromosome 19 open reading frame 47	126526
126567_at	C2CD4C	C2 calcium dependent domain containing 4C	126567
1266_at	CNN3	calponin 3	1266
126661_at	CCDC163P	"coiled-coil domain containing 163, pseudogene"	126661
126668_at	TDRD10	tudor domain containing 10	126668
126669_at	SHE	Src homology 2 domain containing E	126669
1267_at	CNP	"2',3'-cyclic nucleotide 3' phosphodiesterase"	1267
126789_at	PUSL1	pseudouridylate synthase-like 1	126789
126792_at	B3GALT6	"beta-1,3-galactosyltransferase 6"	126792
126823_at	KLHDC9	kelch domain containing 9	126823
126917_at	IFFO2	intermediate filament family orphan 2	126917
126969_at	SLC44A3	solute carrier family 44 member 3	126969
127018_at	LYPLAL1	lysophospholipase like 1	127018
1271_at	CNTFR	ciliary neurotrophic factor receptor	1271
1272_at	CNTN1	contactin 1	1272
127253_at	TYW3	tRNA-yW synthesizing protein 3 homolog	127253
127262_at	TPRG1L	tumor protein p63 regulated 1-like	127262
127281_at	FAM213B	family with sequence similarity 213 member B	127281
127294_at	MYOM3	myomesin 3	127294
127396_at	ZNF684	zinc finger protein 684	127396
127428_at	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2	127428
127435_at	PODN	podocan	127435
127544_at	RNF19B	ring finger protein 19B	127544
127687_at	C1orf122	chromosome 1 open reading frame 122	127687
127700_at	OSCP1	organic solute carrier partner 1	127700
127703_at	C1orf216	chromosome 1 open reading frame 216	127703
