	GSM2810793	GSM2810794	GSM2810795	GSM2810796	GSM2810797	GSM2810798	GSM2810799	GSM2810800	GSM2810801	GSM2810802	GSM2810803	GSM2810804	GSM2810805	GSM2810806	GSM2810807	GSM2810808	GSM2810809	GSM2810810	GSM2810816	GSM2810817	GSM2810818	GSM2810819	GSM2810820	GSM2810821	GSM2810822	GSM2810823	GSM2810824	GSM2810825	GSM2810826	GSM2810827	GSM2810828	GSM2810829	GSM2810830	GSM2810831	GSM2810832	GSM2810833	GSM2810834	GSM2810835	GSM2810836	GSM2810837
GTF2B	9.4814576756815	9.33667518380106	9.18613661162617	9.18883579347392	9.12711103931371	9.15626829814412	9.17829312715724	9.37123758822553	9.47946767229092	9.23996397782701	8.98111612769847	9.24459583780002	9.32785156027903	9.09647637282704	9.48036101970118	9.14413023437465	9.33276801946951	9.28993095908503	9.74627327457923	9.57524243900922	9.58076013399826	9.38809786542694	9.58364138893314	9.51475505212863	9.6721909690187	9.55857992073326	9.6120128612051	9.52105446369221	9.61587632484623	9.52132184233105	9.63390831438096	9.87662625824054	9.58393677400272	9.20060018448477	9.5461135178754	9.28505589594998	9.55286399537028	9.56181717333609	9.1869261143572	9.77077747241688
GTF2E1	9.05949567234187	8.85963120093422	8.99722099523253	8.90376088352559	8.5545734908939	8.78195260855213	8.77341824318706	9.07630561049334	9.27221494207555	8.82613236179403	8.69185089018654	8.92643101456967	8.92269959144505	8.50808234903078	8.93880973024013	8.54153561201599	8.68338850091085	8.5467286152548	9.32039157317427	9.14500299353268	9.67606728134033	9.1640783063303	9.14177300265775	9.26781942769578	8.91468078897129	8.87118185486517	9.20237349278477	9.4124084648812	9.63407507887583	9.00634551414389	9.35238885774119	9.72076214649635	9.66000227388067	8.82480317904189	9.08532331927403	8.76980017724464	9.35703902151843	9.04555703361786	9.08603384629723	9.28326085802895
GTF2E2	8.83463380521514	8.73498998834543	8.7382696862983	8.83390008072994	8.45631777740212	8.4714496307166	8.76388010727355	8.7011715014763	8.78352351817837	8.55181287972385	8.33538003979219	8.80599706840113	8.87092052279872	8.67366171224686	9.02383601363525	8.55443706330131	8.59082730357428	8.63660820607245	9.04195867477363	9.15609522605647	9.24759620322426	9.25622302663278	9.14448674497424	9.14405573361925	9.18318859053429	8.96648800286015	9.25408684263013	9.36340407112265	9.45304787501732	8.95831903262245	9.35028867219471	9.52892324305703	9.42777982434257	8.94020904087405	8.94432146335009	8.84222720482957	9.27536059901869	8.96964292400426	9.04593826895336	9.22806197232075
GTF2F1	7.3024109915392	7.34722544746597	7.28986661153409	7.06607423343338	7.10639599720273	7.17209334231241	6.96472368218983	7.40595350075258	7.31489784339475	7.18038985954472	7.46830682922888	7.24048083466557	7.14682361379243	7.1556252376197	7.56621559962982	7.28374182038671	7.3142074629239	7.32595801275138	7.66556146082904	7.23092771864031	7.73028018722154	7.81942780040081	7.15987701614956	7.0719601729314	7.46440489231124	7.07100834744839	8.21451886525919	7.35683045767881	7.36636821566609	7.15757499347541	7.1483876974593	7.34069345939562	7.53860934367543	7.03737974512282	7.02630147471719	7.11626165980155	7.0826188324628	7.39736663182121	7.23499585339454	7.37158090735617
GTF2F2	5.2281932924881	5.45453539947394	5.13345693826501	5.14959617696947	5.51461606457022	5.25262547745579	5.36533700508083	5.33691125870061	4.78212859986822	5.38608692911685	5.32495325889748	5.34406880140703	5.19957259423842	5.05878210437608	5.18656393233032	5.57839429643603	5.42869730323008	5.56293353472121	4.82895031285683	5.0787938911192	4.5896643111343	4.83421540162427	5.11622709833255	5.28964031647416	5.06910665914973	5.10558988722925	5.02744071019973	4.79464462179337	4.89931718571403	5.04399118344469	4.58347747917966	4.70995504081449	5.02160950694618	5.30436378973296	4.37132278636982	5.13245073579021	4.66529767631654	5.01970964208938	5.11548552058544	4.71002616756241
GTF2H1	8.35156169693241	8.15731410746938	7.89193965425427	8.28801695648782	8.36382227820652	7.84744531068059	8.34248621664837	8.02088933667442	8.18411616255349	8.19936154067179	8.09355702080058	8.28846978896923	8.30360111103844	8.18358191305781	8.31675393835508	8.48839607926674	8.27501482572528	8.27028906864942	8.09736994542476	8.19244344788979	7.95218942058925	7.74563147637404	8.21406393338806	8.28841764860457	8.26037672312581	7.97255770268162	8.22561846891278	8.00337969980306	7.97495880445717	7.79276262718575	8.02081043837115	7.71631789080013	8.56897778426426	8.28829080831207	8.32511036870003	8.01555297744789	8.27342241891176	7.75734783349194	7.80563353659318	8.03017679208066
GTF2H3	5.76047886067667	6.45241750381658	5.74980230291297	6.03747431631264	6.48796707386263	6.44524899179308	6.23944763924991	6.35649659693768	5.77332161610255	6.65388950007712	6.4772193314885	5.92390289324568	6.17398220320958	6.02605977538373	6.62097903289458	6.54936483324557	6.47137785209878	6.49532773562806	5.77101586688171	5.84684054078811	5.30908061246947	5.77311099043432	6.01090551757534	6.10727874632559	5.79218105002752	6.34598312925513	6.20601639781596	6.16021790986718	5.5464931698805	6.24741040917836	5.69164742786871	5.15918709174743	5.88733435037107	6.2140830323024	5.92876116062235	6.42050587773084	5.54282507696632	5.90899895062505	6.26697370722333	5.49851026073131
GTF2H4	6.55364559374298	6.51001758278636	5.94004754151904	6.15595753237227	6.0390977813647	6.00003923863775	5.91087954128309	6.23138695640652	5.79793559699147	6.02667011277511	5.87934326891851	5.84824532342499	5.90456686972178	5.95225106406003	6.1281841073731	6.59194168258947	6.51818557535944	6.39344114707144	6.73044592230724	6.72417444251174	6.75761629515022	6.48249903047766	6.50076105740676	6.12270817501252	6.74918028944141	6.60625440267328	6.63977655124724	6.16457590494118	5.94922651262531	6.3614396560981	6.37191669979705	6.00802701362767	6.47138797159558	7.13929494481987	6.85033246101663	6.57162300957681	6.61936622361564	6.75379210769465	6.74666494400331	6.31685567132565
GTF2I	4.92817819333646	5.49115649094743	4.75696345867193	5.49678967896522	5.4164657875592	5.15569068726364	5.01236093944802	4.9473155978601	4.83083833938454	5.16169273723373	4.73770093504157	4.98351057465826	5.08059871370596	5.25154610239057	5.27275745283247	5.1799555791907	5.49932078088843	5.39995934807784	5.17906325011208	5.37282796321771	4.71296179417285	4.98456546998764	5.14223980941382	5.5619554806042	4.78265980253578	5.14230981155399	5.26361651560395	5.18211565133856	4.72392649533258	5.07082244834615	4.62840484957775	4.34742927495158	5.33127949453994	5.03348532687408	5.10973590706969	4.89760324043078	4.85506465301029	4.96005445120834	4.93364917683605	4.88171008566708
GTF3A	10.7894920776961	10.4670710860326	10.8362647017915	10.6051995215473	10.5133679534348	10.6288138464089	10.694634311648	10.8367604796278	10.692293224845	10.5076832246971	10.5447858132824	10.6394049942961	10.7080138732122	10.603804273395	10.6642155162401	10.5960333956534	10.5116292189899	10.4464621291826	10.7489856270051	10.8538509147922	11.1945620985418	10.7103277322708	10.9080409889818	10.8447210790673	10.615279562376	10.784266587246	11.0101315175017	11.0208908910449	11.1268557662454	11.1265694407045	11.1219246711811	10.9006740782256	10.9811189749409	10.6679351092891	10.8645605885992	10.6505152499562	10.8082577996096	10.572095266332	10.7976166972572	10.8567610550979
BRF1	6.06816538026677	5.89769573871276	5.81946753303388	5.95918403875976	5.86447237698142	5.86121761235479	5.67843459026539	5.90115803694854	5.80721741739711	5.92827660670348	5.89696096382736	5.92111263726114	5.85149267933682	5.82411062162502	5.86347786490703	5.97322164093998	5.74303040641066	5.74407763086127	5.88114775057556	5.95694619776795	5.84353998324176	5.79374008601129	5.9670340985331	5.85119523029043	5.92098464037541	5.70530375718551	5.72418606617419	5.65699169095967	5.60409953845159	5.8405205169198	5.81265996150201	5.80696981353869	5.81526275890776	5.64816544593585	5.88982522947088	5.81057540449743	5.91044152526067	5.993409816076	5.84401088963382	5.84021232716551
GUCY1B2	5.28934160066337	6.39180360112027	5.69893506503118	5.64513217513182	5.56869675551938	5.6728615271756	5.63600088368431	5.50264135831125	5.568947846146	6.22228363788774	5.38616900122118	5.85703175257243	5.85318605380384	5.44147548105469	5.39569628682859	5.24628685073271	5.52749233663308	6.76812087084914	5.11220019972917	5.18452728428706	5.13738484852193	6.04324183197618	5.10510066168188	5.10440912649429	5.22780995181713	5.19824291506542	5.8845707984136	5.93556184836044	5.77520292962839	5.36584077173655	5.56220426636742	5.26450056951716	5.88864327319405	5.52682156800073	5.83104530814622	5.87503095916571	5.54071345506474	5.21538814021297	5.30568308048028	5.71129904541681
GTF3C1	9.16916508809838	8.75584217306501	9.01885820089798	8.66542975698164	8.55683666387279	8.67656544228114	8.6357211153228	9.05109737624692	9.36356982885121	8.75721780762354	8.64402139689726	8.87747637885201	8.77753834916927	8.58878765837074	8.60510472492495	8.25349218552467	8.58588402027038	8.49338671296993	9.04410944648157	8.77976839929117	9.67496887094059	8.80917865979124	8.5892692853719	8.83046274521075	8.68124744453093	8.84854190805265	8.7752354604199	8.8839979508339	9.13186360544287	9.10740676811191	9.24340010758745	9.65093649114475	8.94818288267451	8.98803051786813	9.08137280886175	8.71867302732912	8.98559360138189	8.99088598893541	9.12301870386547	9.2409010750049
BLNK	6.66025428483858	6.0234524076688	6.29978296744606	5.29890993211543	5.97647430397801	7.18243451591933	6.70420145335139	6.53699271938902	6.04192123487394	6.91585654682765	6.49896801558478	5.46175517868246	5.87591241851963	6.33230719158758	5.57152321897181	5.07125314884701	6.52338216899049	6.62913213555748	6.77486169065553	6.10573631551432	5.21104817178432	6.38794927413202	6.07361430006402	5.70020103160111	6.89142300991787	6.30002671295955	5.91564057885736	5.42393650495096	5.63234741272174	6.89318952100058	5.96554019021303	6.25537510203714	5.25850982379712	5.24425918415541	5.62559274491764	6.78495990211318	5.77512562926301	7.7512210747059	6.27145492917127	6.66411912152108
USP25	9.46804677953526	9.18901121763096	9.60856835214233	9.22554878515464	8.69498266558023	8.74722625004929	8.85949218704661	9.22281875160324	10.0689342029505	8.93152721323565	8.63884212952243	9.44660309054825	9.45437915068959	9.26473451168091	9.28387289642196	8.78350286747894	8.74672632129515	8.97135185817739	9.71846061170421	9.33557228511976	10.3106542378888	9.31737198710698	9.24285184435447	9.50443098300357	9.078683817546	8.99541961983774	9.29739293841325	9.6332103603705	10.1660049811723	9.50606420061295	10.2461869275115	10.5484391933989	9.97986848441516	9.02000898772216	9.36667451828444	9.1683370694161	9.86334643259014	9.37339810607745	9.38023863356882	9.91173423353401
PACSIN3	6.80226013084241	6.98462313051451	6.24156221706007	6.41431786715235	6.50945205072456	6.38801437117133	6.48903124350611	6.66597665519171	6.29262006888607	6.73060996064898	6.41366278477545	6.22114348713756	6.50140223367381	6.5044217476297	6.3700382750431	6.51573364515697	6.85095590382905	6.6829728794699	6.44025886417033	6.67787792909619	6.07843935541018	6.52360683392377	6.85884124076843	5.93324240945445	6.57664021496559	6.51387655191465	6.32118164954443	6.36245037788594	6.42052730993556	6.61874359443353	6.751255929081	6.32142216376017	6.12313930451103	6.68802982082592	6.24737449120515	6.39080735340753	6.6776794174178	6.58822091868735	6.28642506148854	6.20474489361176
TMOD3	6.23539199242183	6.62153413852125	5.63518577993211	5.95289878774759	6.0505240414481	5.83858317720424	6.22903073872716	6.0536369356738	6.00863794440107	6.51030090217676	5.98908418381148	6.27136190769585	6.22357310145059	5.97747858641246	6.23030793502493	6.13165333470857	5.98979412699413	6.21084631196892	6.62669633985261	6.20522402210919	6.33454911422619	6.12780809941497	6.28598354762195	6.26349545585833	5.99370814442112	6.55950578497217	6.28836553276228	6.12686859405831	6.26216388542626	6.17779012052479	5.89147658287313	6.35622382263706	6.25662880146076	6.2050063162218	5.95643988213066	6.4906032116074	6.17262585150559	5.96709593919982	6.20038146722309	6.10626338770588
TMOD2	5.67245868308204	5.85575855950829	5.43023012415256	5.6474213218071	5.62128094927657	5.55824508487129	5.53142015052452	5.48365814234665	5.56564325378024	5.68702730056977	5.55663797217365	5.57943554831032	5.45082411094624	5.53819387406385	5.6348887303086	5.37033172246129	5.61628826421923	5.63262176390831	5.85570303708019	5.67608862501723	5.61697499545745	5.73865195029646	5.61257359595836	5.87692163413835	5.63464113138165	5.70877233165911	5.73518524395402	5.4938332248564	5.5690920967872	5.86230561328022	5.51098458956997	5.71178280136915	5.85379371146338	5.53477894701501	5.39048081577416	5.43991053539378	5.63367840968024	5.2973322730144	5.54029660039359	5.43944238278249
GTF3C2	9.48302175313587	9.17200018954229	9.37348202991318	9.11540266471469	9.08980749450939	9.22103968349727	8.99564601978171	9.42754941892149	9.42385173407315	9.12699450834396	9.23520722406515	9.22143437568072	9.4392824277905	9.18305175733263	9.27112674019802	9.10743399880889	9.18892578047751	9.17529538355449	9.40655769745299	9.31601839655475	9.65995942245604	9.12676181195398	9.15212525673975	9.17590547592662	9.20371879243045	9.16449833744252	9.23488519155775	9.46655800596606	9.56959885375235	9.42490068232454	9.35919356137251	9.60740793989883	9.35803551669632	9.2421602000724	9.47788566308624	9.3751137314447	9.20319339150118	9.35717355347875	9.25596925651198	9.71855175714855
POM121L9P	4.22314477100924	4.52440261644404	4.25283346399999	4.79974527208404	4.71075280302169	4.57616152771554	4.63582035394724	4.57115610227963	4.05623168589265	4.54916148905874	4.65407461572661	4.62241068823821	4.50867635400535	4.47623180009529	4.67602531906134	4.71647687949969	4.67429500588118	4.66367788471641	4.21407954613335	4.36509261763872	4.17057826341277	4.98967302161197	4.48486716538677	4.33132454497048	4.66189294365002	4.39632584722555	4.44962205587271	4.77516203766929	4.37196335076912	4.55944514021354	4.27060658009179	3.79606227794333	4.37171266051844	4.95353394297093	4.57023574637644	4.56381302993344	4.37485120875707	4.32894383265975	4.27561528783586	4.23480935963415
CARD10	9.89829745786322	9.18846961641792	9.77485292615826	8.99128484909239	9.03124642107995	9.02907933840781	8.99328454940904	9.62962440014975	9.96224612146411	9.30424094818278	8.99467737468688	9.46676212733411	9.42465860905701	9.31653253804155	9.20916432730058	8.57411688603163	8.66671127816331	8.90397835520392	9.74795365022713	9.71603053154545	10.4614931253978	9.35679017271738	9.32437200098624	9.54185527508185	9.53304394189972	9.57273803237051	9.45819882988032	9.44896381290342	10.0722037670021	9.79890645068465	10.4440021391436	11.0963675310495	9.89804312305238	9.54934086085536	9.99425219760094	9.47788684604544	9.85278115877367	9.66202331968039	10.0550705059171	10.2561879982974
ABT1	8.50569917491894	8.37990610294158	8.46469500282713	8.37272349349018	8.15610200736021	8.18024518739519	8.25581043698208	8.43420681589745	8.70596739196193	8.24952408178461	8.18346286877272	8.39795164832394	8.35032832247417	8.2180829396152	8.22206243430651	8.2184677519235	8.00171846847546	8.25275913408264	8.47966539128545	8.39366874777891	8.60928094038756	8.33569983611473	8.46891186828577	8.48284053276734	8.36992645931437	8.75182634583867	8.3700364901605	8.59355065611621	8.66104094591116	8.68918046297483	8.93702373100954	9.06754486397902	8.43949699827028	8.66380989785464	8.73233244329502	8.47266474493624	8.63431413801522	8.3145953654984	8.59052495285049	8.78535325687154
GUCY1A2	5.25496516951168	5.5038245691536	5.30510423884952	5.30560066559391	5.71434239307228	5.20672620674498	5.20427542841531	5.09935003400912	5.0617002350597	5.45189933994491	5.58601934000773	5.21977035431731	5.24744458105862	5.76096829707147	5.44888392632761	5.70412399643965	5.48855084764742	5.54216269840457	5.07041555727927	5.386451507131	5.37371717999252	5.45149670293562	5.20634466819465	5.7206159311799	5.83257081120664	5.20617156992975	5.45668601521496	5.38083099097379	5.34506614597055	5.47666007503693	5.33697056526298	5.20837138829194	5.39331712043213	5.25705151286757	6.45927810630611	5.80576676000921	5.24862396093024	5.6110955559831	5.49752751851698	5.62708797602561
PARVB	7.22561911310545	6.70967190267517	6.91552148148365	7.41819065098378	6.67373561410268	6.99642125282568	6.69488479505061	7.05364213057146	7.42046466317893	6.92161888041897	6.89226995267198	6.93061005393136	7.11499349953098	6.87849436126801	7.25747356927424	7.0125163719588	6.63376927286505	6.83096962426183	7.50157323561741	7.30335717612432	7.86849523037424	7.45274296821172	7.31569083584968	7.54198278103084	7.15908693299621	7.46240180866533	7.50525689484834	7.94017097263704	7.6868765863291	7.25740929906891	7.87395723559987	7.69072679217792	7.63033831851353	7.65760548732788	7.9006333635498	7.33070722379049	7.433071329488	7.50617469976375	7.30390059318203	7.51134180023663
NCAPH2	6.75591170706875	6.66078086772298	6.63375800835359	6.48802351277708	6.44920046215303	6.60382457177511	6.54621865068563	6.67761961654922	6.61171530346467	6.54152145127588	6.52961673469993	6.59353559338815	6.56793557858779	6.50158879055471	6.51642422488723	6.50623897424843	6.69119307016884	6.65589800657572	6.36926786946503	6.5173312599724	6.64030093601968	6.45349465878237	6.62856942354299	6.36248718741741	6.50301058661611	6.70820234341569	6.48965468059979	6.49955179368856	6.57904408040368	6.70153435353563	6.68827574369255	6.67286603646643	6.50378492081488	6.60302571961259	6.62784361401595	6.64661967732057	6.69458169378782	6.58314621770999	6.62359852950951	6.4812299319991
OLA1	9.6996311786191	9.63554910086522	9.85600138171663	9.96713744284276	9.48696934868136	9.65637103213625	10.3412562227555	9.85107837871691	9.62184158204474	9.11398210903112	9.67181364440735	9.91223402261362	9.30509865726225	10.0285510766344	10.0671377780007	9.83642756690253	9.3881861284312	9.96551272556732	9.7851497651314	9.83859991823232	8.8858759776235	9.91139131847608	9.8733086212907	9.43613692750211	10.0919930941531	8.76663827495866	8.97882897297555	9.46108496700398	9.74369774756875	9.19989971384247	9.71527772972622	9.79138855287683	9.47752325919975	9.36187936638418	9.14803087004733	9.55931304503799	9.13481602318164	9.4995472430731	9.06310456668322	9.50628774788259
GUCA1A	4.88875316063205	5.09748285965178	4.99340258081364	5.26656719360324	5.07366143979132	5.02200943406261	5.11748953596607	4.91078351893009	4.9308167131385	5.01821416477947	5.12964732514063	5.07772750408858	5.00458346691278	5.16219806532333	5.12859671271266	5.28726493905597	5.15800564779865	5.27664836248049	4.85741360679389	4.99244007578358	4.62286419715455	5.03813190655648	5.10879922279628	5.0214048350815	4.91726804016241	4.98770352645893	5.01068350080866	5.01255136991017	4.87399900596134	4.90011162842277	4.85393282368988	4.45786794308458	4.96693614953309	4.77567911672262	4.8132941287816	5.0112859768331	5.08013789869243	4.78517866905235	4.91644075426764	4.77112341922979
UQCR10	10.6320081507815	10.4999569076927	10.928239059107	10.5491951149949	10.6171167437201	10.5553998983116	10.5307348069122	10.6461357641101	10.4948982461656	10.5540627059467	10.730426461852	10.8191239241431	10.4157283369771	10.5468133794991	10.3264475975446	10.5728952409163	10.6817913165253	10.5101028507875	10.0104359087082	10.4833740354493	10.0829015349998	10.2828083231248	10.3351698008555	10.3688254979584	10.193904338351	10.3605484652035	10.1047938569474	10.1841819180155	10.2660061227631	10.6087254330022	10.5173441530315	10.0835433092987	9.95753239245299	10.1606278475456	9.82834132862245	10.3948769495365	10.3133167285818	10.1322776805729	10.2735237941956	10.2397312368923
YPEL1	5.88584032012619	5.9615637299249	5.82773763923274	6.00604449522169	5.8722767982109	5.93050642631086	5.90689520216919	5.83630960180413	5.65461010850219	5.87645898518423	5.95158947820639	5.97590303624619	5.96462334437476	5.67915141557757	5.8691082424603	5.88769573609978	5.80276100402041	5.83392624041961	6.44511992934106	5.63373688919629	5.53120525191539	5.73725421295535	5.85142584886129	5.58144249967867	6.21170198657179	5.85627996608814	5.85205582748576	5.63571995929374	5.71442129883786	6.00222823090986	5.71012369872064	6.05243790040043	5.67436621634968	6.31518930051515	5.66637282702537	5.87561444939506	5.51796994666676	5.79221816730768	5.80427963893169	5.83992708639926
GUCA1B	6.23427267329487	6.07131419421667	6.21822980930566	6.03883495720798	5.94822500061971	6.10700330185882	6.21765371329586	6.04013945028902	6.26391434500176	6.09453945352958	6.17444571027918	6.21054475678344	6.13480104084748	6.09855003295063	6.09134372306461	6.23229649852892	6.13827461773413	5.91164377459465	5.78824933788674	5.92022287808637	5.98035349878863	6.09209318636853	5.93700345365177	5.74571604983638	6.12502918080478	5.93322817672935	6.10590397502455	6.12568880557831	6.14558957396422	6.00357295091162	5.92321871385493	6.09381593946065	6.00929353633106	6.22748249315588	5.9802056869392	5.96687282273216	5.95225415908729	6.14253822169047	6.05702024253133	6.02016645116205
VPREB3	5.73909468865663	6.03609442524248	6.22503536699403	5.83944509926957	6.05834335752435	5.83039798607181	6.24322140035908	6.40753375960425	6.04413660079826	6.17094018664119	6.13698530111208	6.41520113498659	6.0436474918199	6.18507094762686	5.81703478343923	5.90201223225013	6.41995422540012	5.94045133929045	5.92990808742748	5.83461201806551	5.53807038714943	6.02491075610646	5.68286077170281	5.71709349762053	5.92335483912171	5.70025448059687	5.68068083727645	5.98198720001946	6.20114083847724	5.65069423540869	5.86869338398875	5.59715160469554	5.48225058419287	5.70264791222059	5.64782522274159	6.06771427489214	5.83804556060077	6.22084022844007	5.83609702245685	6.05385689204332
REPIN1	8.63121593624958	8.55051887285555	8.4707440328215	8.57136670961039	8.75684589182297	8.63499812135868	8.58683451766826	8.6233646954111	8.75332381789488	8.58625424638208	8.50424478633082	8.59893795773061	8.51299202255419	8.59837189684395	8.50266711187644	8.57714286392495	8.49073892169394	8.56001833396849	8.27111265580985	8.28858723469815	8.36256792844981	8.49262778883442	8.32649590549031	8.26437624921926	8.46662389333453	8.31163195850129	8.34223418725803	8.29521873048884	8.42150361016339	8.48667057051044	8.4971364677908	8.56080721335475	8.51299790651579	8.55788226798371	8.51418734971353	8.51703211470293	8.43736288653023	8.53550890253708	8.49456004069929	8.56314741807375
GUCA2A	5.77101029334533	5.92306548189219	5.9770224414398	6.13425343182925	5.81870804543904	5.86783518047409	6.20178958784091	5.89846784609921	6.22406613100814	5.86457997814631	6.22572515187988	6.05616162761958	6.04073640464323	6.03681060553024	5.91988711285487	6.17353213731009	5.83828795077173	6.06129798904908	5.80469261103069	5.65456859705236	5.59820175530014	6.15632502955093	5.81590177434802	5.92474029265686	6.07791737782705	5.76874932279413	5.8588504776119	6.0763340762602	5.83601579967327	5.7435551991384	5.82964705403004	5.74382483337035	6.0676271743936	6.63590540209167	6.02027513989861	5.71753568624117	5.69717188709094	5.63858616314897	5.73270420390244	5.83799933190205
GUCA2B	4.91243633754134	5.03739330000457	5.09659709730715	5.44321292461302	5.35245806459216	5.06852107812462	5.22693753863526	4.80628955075201	4.96792467921498	4.96318557361815	5.18086740584009	5.17023518273257	4.97903893105363	5.34268908053542	5.182794869723	5.38896858294333	5.24383991574351	5.30692628629989	4.75530712162747	5.0193240541963	4.61336290170747	4.97563000777319	5.38103919098416	5.1280249444051	4.91197540921176	4.77527964260021	4.71811706277753	5.01836094734993	4.9616191563839	4.79999378580381	4.78329452912933	4.55979869108993	4.8337426068954	5.05962638941241	5.10396608510458	5.00219935764674	4.68550573776624	5.00470424908664	4.8811273067016	4.75986177102584
GUCY1A3	7.70496230762749	7.75633003410813	7.60493957027856	7.96869595699677	8.06364607338812	7.92347442670662	7.50393492840487	7.49399575167076	7.73131275171419	8.0441038708527	7.86505919951615	7.14322495880561	7.55985123452783	8.09230858334459	7.96970722217425	7.93396888130425	8.33581060176775	7.84000433093639	8.24908352636046	8.44687670476659	9.34087250778253	8.55141768021279	8.76723706937222	8.60391346616746	8.39042143147069	7.72512251318363	8.00377327502535	7.91046289494079	8.57526852824847	8.60211657414353	8.75317536761018	8.19938249122612	8.62770298365391	7.15964245190665	9.51997681849091	8.3200691184528	8.42421166419419	9.12474364019407	8.0495892513967	8.68061825814298
GUCY1B3	7.91726927809991	8.09442746572437	7.97202669064046	8.52735658493238	7.80826994888107	7.9246765085575	7.60387351263879	7.66523729526603	7.70653743315133	7.60616131907802	7.85123620767776	8.19243830390069	7.76952701261972	8.02454693835777	8.00889445606283	7.91037257506662	8.33100483132019	8.02086791209226	8.89976274855745	8.64846536879568	8.52677784503857	8.07576100099662	8.22178474072673	9.16360034905038	8.71215966867779	8.16326071604503	7.96865356541652	8.12698302382487	8.14628042368459	8.0045287501057	8.29425405108739	8.48323844983962	8.91198750530941	8.20054575580747	9.00606750142405	8.30766246939564	8.86753551110286	8.12204654421827	8.27593879829994	8.32670643526178
TFCP2L1	7.88809151944529	7.32465369996713	8.4619988649334	7.31631374354466	7.8752145309477	8.36393562042503	7.89501195392442	8.03145431512393	7.46737502224568	7.99526782851563	8.48239525061994	7.57859507292272	8.04184568227077	7.79866892640137	7.71946331296826	8.6704311514106	7.95985132644324	8.46193891635146	7.00620962523958	6.89896550446214	7.24279464091302	6.89341517448683	7.37456333999971	6.95709431631344	7.35226523223887	6.64377355040884	7.50259172262407	6.91819592074316	6.808728820269	7.78388270871925	6.85228452406863	7.05117169784809	7.22916852187822	7.0976410083378	6.94394615191354	7.35796634803395	6.85072064739396	7.79263003189534	6.89758743217831	8.00292125261159
TFPT	6.79353636712793	7.14903312726979	6.89652476224604	7.03341217337205	6.99175210427024	6.80045387164667	6.74379347828513	6.85338647730033	6.54297827924649	6.63529871554877	6.59250765230756	6.72452338513317	7.20719456949288	6.83823095882044	7.28335804909097	7.05454142146162	6.91413363015237	6.87269151241129	7.30279616831253	7.50276387670887	7.06540470489403	7.33641083458991	7.64838081204887	7.55213571045301	7.76084962825535	7.30747890335232	7.94857227957194	7.8369377488635	7.4946478918062	7.15853256060235	7.36411366445714	7.67442362607401	7.81524358321195	7.30330902483196	7.49779523331771	7.08793338709409	7.43643603084967	6.87024484813934	7.28099332623994	6.91323725143275
GUCY2C	4.24318649685773	4.6201292822455	4.65014971180014	4.60235841828809	4.6753035340303	4.65896257257474	4.67178314070771	4.47535065451166	4.19040465738313	4.67393206188706	4.79656838568869	4.45400329116029	4.37806845011541	4.50151050899445	4.36912134942833	4.69008291298962	4.62285569555279	4.57571842674195	4.17396752822262	4.49994443962117	4.12658147722284	4.40287337878531	4.25299479003374	4.24655395381091	4.54370881097221	4.48191209839718	4.14588991601548	4.23672880674456	4.28475871779551	4.57757436105768	3.97565167353656	4.03804607999168	4.18075194803342	4.41985474324891	4.29293266887547	4.46056461714103	4.24626857989156	4.51393671794048	4.42351736457951	4.20293905232391
ICOS	4.80203887488366	4.65770151337976	4.35356908403127	4.73806402634907	5.02188827295327	4.58008571558356	4.91658719097551	4.59642408980761	4.48925609053669	4.59434342094705	4.67562871850519	4.97044144839085	4.75151053709448	4.71667664311104	4.7206646939821	4.95689181989103	4.88430929990492	4.76137491572963	5.20020990736006	4.46950114272197	4.18687510518731	4.5407453654595	4.6739563600195	4.81142058408027	5.21862624724592	4.72579924170557	4.61120460139325	4.61758840095129	4.44587848455375	4.87200200786545	4.21248065559282	4.79805202104145	4.28981743944356	4.96647850985018	4.3738470085423	4.84455853272396	4.81774729583199	4.65148185675574	4.61181262651641	5.15157701417668
UBN1	7.77201898497304	7.53426407447578	7.94393103147366	7.60670156638275	7.64376410054967	7.79575826555966	7.61845381895966	7.73049217564396	7.91720112058239	7.6846002894667	7.82476760691553	7.73071072910954	7.80814830890375	7.60790672788625	7.9299327058912	7.81271993022244	7.75039245894302	8.00541125106509	8.02801432840262	7.96562737791743	8.37179060897437	8.03909133213323	8.11792818958851	7.94708337302797	7.97261198678591	7.59064822921547	7.55107353230819	7.9329811227339	7.96281051380087	8.07916662415668	7.9763779892843	7.53925921124199	7.88859529805053	8.05959456540863	8.05308775515418	7.75885023914016	7.82491238172977	8.04475243209611	7.85213743934331	7.90749115897395
GUCY2F	5.07685550073674	5.14671390510232	5.23011084512995	5.58763761571338	5.1288628539599	5.34792123569914	5.38390511591578	5.1334421415384	5.11905127917159	5.1476923899681	5.06976600772314	5.20685979207347	5.0978013876198	5.21476297130254	5.19138973518524	5.45724150046185	5.36282485920345	5.30386800796258	4.97046108491911	5.16580635863106	5.01454497958541	5.36955135890616	5.27483929848696	5.12506220419419	5.20121389211923	4.93502267890485	5.11171458069474	5.33224892589973	5.1407448809095	5.02435199876775	4.96752032482054	4.75661603070483	5.27168330503767	5.27488489769352	5.44977260239793	4.94140610556126	5.11152237281006	5.30599194069653	5.01152718047415	5.03618578080104
